date,lag_10_day,lag_1_day,lag_2_day,lag_3_day,lag_4_day,lag_5_day,lag_6_day,lag_7_day,lag_8_day,lag_9_day
2011-07-18,0.04372083670255826,0.0727992144010369,0.05711336511854235,0.06302135380382322,0.05385248537984766,0.05914758266392784,0.0819921379145118,0.07883330997294467,0.0657098958169163,0.061594575884835995
2011-07-19,0.061594575884835995,0.09136341004049321,0.0727992144010369,0.05711336511854235,0.06302135380382322,0.05385248537984766,0.05914758266392784,0.0819921379145118,0.07883330997294467,0.0657098958169163
2011-07-20,0.0657098958169163,0.09046891031178235,0.09136341004049321,0.0727992144010369,0.05711336511854235,0.06302135380382322,0.05385248537984766,0.05914758266392784,0.0819921379145118,0.07883330997294467
2011-07-21,0.07883330997294467,0.11082900577886043,0.09046891031178235,0.09136341004049321,0.0727992144010369,0.05711336511854235,0.06302135380382322,0.05385248537984766,0.05914758266392784,0.0819921379145118
2011-07-22,0.0819921379145118,0.10125026444149567,0.11082900577886043,0.09046891031178235,0.09136341004049321,0.0727992144010369,0.05711336511854235,0.06302135380382322,0.05385248537984766,0.05914758266392784
2011-07-25,0.05914758266392784,0.10903500506092527,0.10125026444149567,0.11082900577886043,0.09046891031178235,0.09136341004049321,0.0727992144010369,0.05711336511854235,0.06302135380382322,0.05385248537984766
2011-07-26,0.05385248537984766,0.11264263943836024,0.10903500506092527,0.10125026444149567,0.11082900577886043,0.09046891031178235,0.09136341004049321,0.0727992144010369,0.05711336511854235,0.06302135380382322
2011-07-27,0.06302135380382322,0.11545779031094495,0.11264263943836024,0.10903500506092527,0.10125026444149567,0.11082900577886043,0.09046891031178235,0.09136341004049321,0.0727992144010369,0.05711336511854235
2011-07-28,0.05711336511854235,0.07487917058749982,0.11545779031094495,0.11264263943836024,0.10903500506092527,0.10125026444149567,0.11082900577886043,0.09046891031178235,0.09136341004049321,0.0727992144010369
2011-07-29,0.0727992144010369,0.06379560371916242,0.07487917058749982,0.11545779031094495,0.11264263943836024,0.10903500506092527,0.10125026444149567,0.11082900577886043,0.09046891031178235,0.09136341004049321
2011-08-01,0.09136341004049321,0.05171893697500859,0.06379560371916242,0.07487917058749982,0.11545779031094495,0.11264263943836024,0.10903500506092527,0.10125026444149567,0.11082900577886043,0.09046891031178235
2011-08-02,0.09046891031178235,0.06150106607365062,0.05171893697500859,0.06379560371916242,0.07487917058749982,0.11545779031094495,0.11264263943836024,0.10903500506092527,0.10125026444149567,0.11082900577886043
2011-08-03,0.11082900577886043,0.03363771423981449,0.06150106607365062,0.05171893697500859,0.06379560371916242,0.07487917058749982,0.11545779031094495,0.11264263943836024,0.10903500506092527,0.10125026444149567
2011-08-04,0.10125026444149567,0.037971217683783226,0.03363771423981449,0.06150106607365062,0.05171893697500859,0.06379560371916242,0.07487917058749982,0.11545779031094495,0.11264263943836024,0.10903500506092527
2011-08-05,0.10903500506092527,-0.007105327300568337,0.037971217683783226,0.03363771423981449,0.06150106607365062,0.05171893697500859,0.06379560371916242,0.07487917058749982,0.11545779031094495,0.11264263943836024
2011-08-08,0.11264263943836024,-0.01937005616804426,-0.007105327300568337,0.037971217683783226,0.03363771423981449,0.06150106607365062,0.05171893697500859,0.06379560371916242,0.07487917058749982,0.11545779031094495
2011-08-09,0.11545779031094495,-0.07544544757000514,-0.01937005616804426,-0.007105327300568337,0.037971217683783226,0.03363771423981449,0.06150106607365062,0.05171893697500859,0.06379560371916242,0.07487917058749982
2011-08-10,0.07487917058749982,-0.02092701408892417,-0.07544544757000514,-0.01937005616804426,-0.007105327300568337,0.037971217683783226,0.03363771423981449,0.06150106607365062,0.05171893697500859,0.06379560371916242
2011-08-11,0.06379560371916242,-0.05003524460866181,-0.02092701408892417,-0.07544544757000514,-0.01937005616804426,-0.007105327300568337,0.037971217683783226,0.03363771423981449,0.06150106607365062,0.05171893697500859
2011-08-12,0.05171893697500859,-0.024682703591745812,-0.05003524460866181,-0.02092701408892417,-0.07544544757000514,-0.01937005616804426,-0.007105327300568337,0.037971217683783226,0.03363771423981449,0.06150106607365062
2011-08-15,0.06150106607365062,-0.017281405639458937,-0.024682703591745812,-0.05003524460866181,-0.02092701408892417,-0.07544544757000514,-0.01937005616804426,-0.007105327300568337,0.037971217683783226,0.03363771423981449
2011-08-16,0.03363771423981449,-0.0009832615674885002,-0.017281405639458937,-0.024682703591745812,-0.05003524460866181,-0.02092701408892417,-0.07544544757000514,-0.01937005616804426,-0.007105327300568337,0.037971217683783226
2011-08-17,0.037971217683783226,-0.00950876890500073,-0.0009832615674885002,-0.017281405639458937,-0.024682703591745812,-0.05003524460866181,-0.02092701408892417,-0.07544544757000514,-0.01937005616804426,-0.007105327300568337
2011-08-18,-0.007105327300568337,-0.00874096239938986,-0.00950876890500073,-0.0009832615674885002,-0.017281405639458937,-0.024682703591745812,-0.05003524460866181,-0.02092701408892417,-0.07544544757000514,-0.01937005616804426
2011-08-19,-0.01937005616804426,-0.04533816505953824,-0.00874096239938986,-0.00950876890500073,-0.0009832615674885002,-0.017281405639458937,-0.024682703591745812,-0.05003524460866181,-0.02092701408892417,-0.07544544757000514
2011-08-22,-0.07544544757000514,-0.06798431726757546,-0.04533816505953824,-0.00874096239938986,-0.00950876890500073,-0.0009832615674885002,-0.017281405639458937,-0.024682703591745812,-0.05003524460866181,-0.02092701408892417
2011-08-23,-0.02092701408892417,-0.061418946720682405,-0.06798431726757546,-0.04533816505953824,-0.00874096239938986,-0.00950876890500073,-0.0009832615674885002,-0.017281405639458937,-0.024682703591745812,-0.05003524460866181
2011-08-24,-0.05003524460866181,-0.009787163968358941,-0.061418946720682405,-0.06798431726757546,-0.04533816505953824,-0.00874096239938986,-0.00950876890500073,-0.0009832615674885002,-0.017281405639458937,-0.024682703591745812
2011-08-25,-0.024682703591745812,-0.00030068437715923224,-0.009787163968358941,-0.061418946720682405,-0.06798431726757546,-0.04533816505953824,-0.00874096239938986,-0.00950876890500073,-0.0009832615674885002,-0.017281405639458937
2011-08-26,-0.017281405639458937,-0.00466080224542611,-0.00030068437715923224,-0.009787163968358941,-0.061418946720682405,-0.06798431726757546,-0.04533816505953824,-0.00874096239938986,-0.00950876890500073,-0.0009832615674885002
2011-08-29,-0.0009832615674885002,0.02400530834585486,-0.00466080224542611,-0.00030068437715923224,-0.009787163968358941,-0.061418946720682405,-0.06798431726757546,-0.04533816505953824,-0.00874096239938986,-0.00950876890500073
2011-08-30,-0.00950876890500073,0.04299406738600489,0.02400530834585486,-0.00466080224542611,-0.00030068437715923224,-0.009787163968358941,-0.061418946720682405,-0.06798431726757546,-0.04533816505953824,-0.00874096239938986
2011-08-31,-0.00874096239938986,0.04289194697849512,0.04299406738600489,0.02400530834585486,-0.00466080224542611,-0.00030068437715923224,-0.009787163968358941,-0.061418946720682405,-0.06798431726757546,-0.04533816505953824
2011-09-01,-0.04533816505953824,0.029467192917364434,0.04289194697849512,0.04299406738600489,0.02400530834585486,-0.00466080224542611,-0.00030068437715923224,-0.009787163968358941,-0.061418946720682405,-0.06798431726757546
2011-09-02,-0.06798431726757546,0.018232224803102094,0.029467192917364434,0.04289194697849512,0.04299406738600489,0.02400530834585486,-0.00466080224542611,-0.00030068437715923224,-0.009787163968358941,-0.061418946720682405
2011-09-06,-0.061418946720682405,-0.001461213929213293,0.018232224803102094,0.029467192917364434,0.04289194697849512,0.04299406738600489,0.02400530834585486,-0.00466080224542611,-0.00030068437715923224,-0.009787163968358941
2011-09-07,-0.009787163968358941,0.010768867561881477,-0.001461213929213293,0.018232224803102094,0.029467192917364434,0.04289194697849512,0.04299406738600489,0.02400530834585486,-0.00466080224542611,-0.00030068437715923224
2011-09-08,-0.00030068437715923224,0.02110182578492423,0.010768867561881477,-0.001461213929213293,0.018232224803102094,0.029467192917364434,0.04289194697849512,0.04299406738600489,0.02400530834585486,-0.00466080224542611
2011-09-09,-0.00466080224542611,0.018774024402312,0.02110182578492423,0.010768867561881477,-0.001461213929213293,0.018232224803102094,0.029467192917364434,0.04289194697849512,0.04299406738600489,0.02400530834585486
2011-09-12,0.02400530834585486,-0.00034569801718883116,0.018774024402312,0.02110182578492423,0.010768867561881477,-0.001461213929213293,0.018232224803102094,0.029467192917364434,0.04289194697849512,0.04299406738600489
2011-09-13,0.04299406738600489,0.006100245977192771,-0.00034569801718883116,0.018774024402312,0.02110182578492423,0.010768867561881477,-0.001461213929213293,0.018232224803102094,0.029467192917364434,0.04289194697849512
2011-09-14,0.04289194697849512,0.018985923258905055,0.006100245977192771,-0.00034569801718883116,0.018774024402312,0.02110182578492423,0.010768867561881477,-0.001461213929213293,0.018232224803102094,0.029467192917364434
2011-09-15,0.029467192917364434,0.03078975025751935,0.018985923258905055,0.006100245977192771,-0.00034569801718883116,0.018774024402312,0.02110182578492423,0.010768867561881477,-0.001461213929213293,0.018232224803102094
2011-09-16,0.018232224803102094,0.039197609029280656,0.03078975025751935,0.018985923258905055,0.006100245977192771,-0.00034569801718883116,0.018774024402312,0.02110182578492423,0.010768867561881477,-0.001461213929213293
2011-09-19,-0.001461213929213293,0.05518526384358496,0.039197609029280656,0.03078975025751935,0.018985923258905055,0.006100245977192771,-0.00034569801718883116,0.018774024402312,0.02110182578492423,0.010768867561881477
2011-09-20,0.010768867561881477,0.07786248444982592,0.05518526384358496,0.039197609029280656,0.03078975025751935,0.018985923258905055,0.006100245977192771,-0.00034569801718883116,0.018774024402312,0.02110182578492423
2011-09-21,0.02110182578492423,0.07445572273170455,0.07786248444982592,0.05518526384358496,0.039197609029280656,0.03078975025751935,0.018985923258905055,0.006100245977192771,-0.00034569801718883116,0.018774024402312
2011-09-22,0.018774024402312,0.06524520817877348,0.07445572273170455,0.07786248444982592,0.05518526384358496,0.039197609029280656,0.03078975025751935,0.018985923258905055,0.006100245977192771,-0.00034569801718883116
2011-09-23,-0.00034569801718883116,0.03351566484832957,0.06524520817877348,0.07445572273170455,0.07786248444982592,0.05518526384358496,0.039197609029280656,0.03078975025751935,0.018985923258905055,0.006100245977192771
2011-09-26,0.006100245977192771,0.035953632072361526,0.03351566484832957,0.06524520817877348,0.07445572273170455,0.07786248444982592,0.05518526384358496,0.039197609029280656,0.03078975025751935,0.018985923258905055
2011-09-27,0.018985923258905055,0.030179596780446103,0.035953632072361526,0.03351566484832957,0.06524520817877348,0.07445572273170455,0.07786248444982592,0.05518526384358496,0.039197609029280656,0.03078975025751935
2011-09-28,0.03078975025751935,0.01838095709974513,0.030179596780446103,0.035953632072361526,0.03351566484832957,0.06524520817877348,0.07445572273170455,0.07786248444982592,0.05518526384358496,0.039197609029280656
2011-09-29,0.039197609029280656,0.011383292403158156,0.01838095709974513,0.030179596780446103,0.035953632072361526,0.03351566484832957,0.06524520817877348,0.07445572273170455,0.07786248444982592,0.05518526384358496
2011-09-30,0.05518526384358496,-0.006644811107363197,0.011383292403158156,0.01838095709974513,0.030179596780446103,0.035953632072361526,0.03351566484832957,0.06524520817877348,0.07445572273170455,0.07786248444982592
2011-10-03,0.07786248444982592,-0.03140772205269907,-0.006644811107363197,0.011383292403158156,0.01838095709974513,0.030179596780446103,0.035953632072361526,0.03351566484832957,0.06524520817877348,0.07445572273170455
2011-10-04,0.07445572273170455,-0.049401111537862794,-0.03140772205269907,-0.006644811107363197,0.011383292403158156,0.01838095709974513,0.030179596780446103,0.035953632072361526,0.03351566484832957,0.06524520817877348
2011-10-05,0.06524520817877348,-0.054080761657431746,-0.049401111537862794,-0.03140772205269907,-0.006644811107363197,0.011383292403158156,0.01838095709974513,0.030179596780446103,0.035953632072361526,0.03351566484832957
2011-10-06,0.03351566484832957,-0.03800979451752232,-0.054080761657431746,-0.049401111537862794,-0.03140772205269907,-0.006644811107363197,0.011383292403158156,0.01838095709974513,0.030179596780446103,0.035953632072361526
2011-10-07,0.035953632072361526,-0.03949057105092406,-0.03800979451752232,-0.054080761657431746,-0.049401111537862794,-0.03140772205269907,-0.006644811107363197,0.011383292403158156,0.01838095709974513,0.030179596780446103
2011-10-10,0.030179596780446103,-0.05874441408105298,-0.03949057105092406,-0.03800979451752232,-0.054080761657431746,-0.049401111537862794,-0.03140772205269907,-0.006644811107363197,0.011383292403158156,0.01838095709974513
2011-10-11,0.01838095709974513,-0.009011937370492534,-0.05874441408105298,-0.03949057105092406,-0.03800979451752232,-0.054080761657431746,-0.049401111537862794,-0.03140772205269907,-0.006644811107363197,0.011383292403158156
2011-10-12,0.011383292403158156,0.01967482314248951,-0.009011937370492534,-0.05874441408105298,-0.03949057105092406,-0.03800979451752232,-0.054080761657431746,-0.049401111537862794,-0.03140772205269907,-0.006644811107363197
2011-10-13,-0.006644811107363197,0.023007478149599227,0.01967482314248951,-0.009011937370492534,-0.05874441408105298,-0.03949057105092406,-0.03800979451752232,-0.054080761657431746,-0.049401111537862794,-0.03140772205269907
2011-10-14,-0.03140772205269907,0.03759734287777731,0.023007478149599227,0.01967482314248951,-0.009011937370492534,-0.05874441408105298,-0.03949057105092406,-0.03800979451752232,-0.054080761657431746,-0.049401111537862794
2011-10-17,-0.049401111537862794,0.0709357868978982,0.03759734287777731,0.023007478149599227,0.01967482314248951,-0.009011937370492534,-0.05874441408105298,-0.03949057105092406,-0.03800979451752232,-0.054080761657431746
2011-10-18,-0.054080761657431746,0.06436071073130167,0.0709357868978982,0.03759734287777731,0.023007478149599227,0.01967482314248951,-0.009011937370492534,-0.05874441408105298,-0.03949057105092406,-0.03800979451752232
2011-10-19,-0.03800979451752232,0.06913011870562623,0.06436071073130167,0.0709357868978982,0.03759734287777731,0.023007478149599227,0.01967482314248951,-0.009011937370492534,-0.05874441408105298,-0.03949057105092406
2011-10-20,-0.03949057105092406,0.007966526541609776,0.06913011870562623,0.06436071073130167,0.0709357868978982,0.03759734287777731,0.023007478149599227,0.01967482314248951,-0.009011937370492534,-0.05874441408105298
2011-10-21,-0.05874441408105298,2.2661609109522537e-05,0.007966526541609776,0.06913011870562623,0.06436071073130167,0.0709357868978982,0.03759734287777731,0.023007478149599227,0.01967482314248951,-0.009011937370492534
2011-10-24,-0.009011937370492534,-0.004958836703595682,2.2661609109522537e-05,0.007966526541609776,0.06913011870562623,0.06436071073130167,0.0709357868978982,0.03759734287777731,0.023007478149599227,0.01967482314248951
2011-10-25,0.01967482314248951,0.029126636734643933,-0.004958836703595682,2.2661609109522537e-05,0.007966526541609776,0.06913011870562623,0.06436071073130167,0.0709357868978982,0.03759734287777731,0.023007478149599227
2011-10-26,0.023007478149599227,0.007960884462634365,0.029126636734643933,-0.004958836703595682,2.2661609109522537e-05,0.007966526541609776,0.06913011870562623,0.06436071073130167,0.0709357868978982,0.03759734287777731
2011-10-27,0.03759734287777731,0.01502929558919233,0.007960884462634365,0.029126636734643933,-0.004958836703595682,2.2661609109522537e-05,0.007966526541609776,0.06913011870562623,0.06436071073130167,0.0709357868978982
2011-10-28,0.0709357868978982,0.024022727633525393,0.01502929558919233,0.007960884462634365,0.029126636734643933,-0.004958836703595682,2.2661609109522537e-05,0.007966526541609776,0.06913011870562623,0.06436071073130167
2011-10-31,0.06436071073130167,0.021501276190964605,0.024022727633525393,0.01502929558919233,0.007960884462634365,0.029126636734643933,-0.004958836703595682,2.2661609109522537e-05,0.007966526541609776,0.06913011870562623
2011-11-01,0.06913011870562623,0.016974653154120653,0.021501276190964605,0.024022727633525393,0.01502929558919233,0.007960884462634365,0.029126636734643933,-0.004958836703595682,2.2661609109522537e-05,0.007966526541609776
2011-11-02,0.007966526541609776,-0.00803712784414686,0.016974653154120653,0.021501276190964605,0.024022727633525393,0.01502929558919233,0.007960884462634365,0.029126636734643933,-0.004958836703595682,2.2661609109522537e-05
2011-11-03,2.2661609109522537e-05,-0.00817023899990853,-0.00803712784414686,0.016974653154120653,0.021501276190964605,0.024022727633525393,0.01502929558919233,0.007960884462634365,0.029126636734643933,-0.004958836703595682
2011-11-04,-0.004958836703595682,0.003314538381727543,-0.00817023899990853,-0.00803712784414686,0.016974653154120653,0.021501276190964605,0.024022727633525393,0.01502929558919233,0.007960884462634365,0.029126636734643933
2011-11-07,0.029126636734643933,-0.00805342756719629,0.003314538381727543,-0.00817023899990853,-0.00803712784414686,0.016974653154120653,0.021501276190964605,0.024022727633525393,0.01502929558919233,0.007960884462634365
2011-11-08,0.007960884462634365,-0.010792249869413703,-0.00805342756719629,0.003314538381727543,-0.00817023899990853,-0.00803712784414686,0.016974653154120653,0.021501276190964605,0.024022727633525393,0.01502929558919233
2011-11-09,0.01502929558919233,0.0053665342464658105,-0.010792249869413703,-0.00805342756719629,0.003314538381727543,-0.00817023899990853,-0.00803712784414686,0.016974653154120653,0.021501276190964605,0.024022727633525393
2011-11-10,0.024022727633525393,-0.022247814101499973,0.0053665342464658105,-0.010792249869413703,-0.00805342756719629,0.003314538381727543,-0.00817023899990853,-0.00803712784414686,0.016974653154120653,0.021501276190964605
2011-11-11,0.021501276190964605,-0.04549781131056556,-0.022247814101499973,0.0053665342464658105,-0.010792249869413703,-0.00805342756719629,0.003314538381727543,-0.00817023899990853,-0.00803712784414686,0.016974653154120653
2011-11-14,0.016974653154120653,-0.04239134530297578,-0.04549781131056556,-0.022247814101499973,0.0053665342464658105,-0.010792249869413703,-0.00805342756719629,0.003314538381727543,-0.00817023899990853,-0.00803712784414686
2011-11-15,-0.00803712784414686,-0.05133947021530272,-0.04239134530297578,-0.04549781131056556,-0.022247814101499973,0.0053665342464658105,-0.010792249869413703,-0.00805342756719629,0.003314538381727543,-0.00817023899990853
2011-11-16,-0.00817023899990853,-0.021867030694999845,-0.05133947021530272,-0.04239134530297578,-0.04549781131056556,-0.022247814101499973,0.0053665342464658105,-0.010792249869413703,-0.00805342756719629,0.003314538381727543
2011-11-17,0.003314538381727543,-0.03082401873826963,-0.021867030694999845,-0.05133947021530272,-0.04239134530297578,-0.04549781131056556,-0.022247814101499973,0.0053665342464658105,-0.010792249869413703,-0.00805342756719629
2011-11-18,-0.00805342756719629,-0.048032557022895696,-0.03082401873826963,-0.021867030694999845,-0.05133947021530272,-0.04239134530297578,-0.04549781131056556,-0.022247814101499973,0.0053665342464658105,-0.010792249869413703
2011-11-21,-0.010792249869413703,-0.052317748800899934,-0.048032557022895696,-0.03082401873826963,-0.021867030694999845,-0.05133947021530272,-0.04239134530297578,-0.04549781131056556,-0.022247814101499973,0.0053665342464658105
2011-11-22,0.0053665342464658105,-0.06346519563246142,-0.052317748800899934,-0.048032557022895696,-0.03082401873826963,-0.021867030694999845,-0.05133947021530272,-0.04239134530297578,-0.04549781131056556,-0.022247814101499973
2011-11-23,-0.022247814101499973,-0.04074527213707459,-0.06346519563246142,-0.052317748800899934,-0.048032557022895696,-0.03082401873826963,-0.021867030694999845,-0.05133947021530272,-0.04239134530297578,-0.04549781131056556
2011-11-25,-0.04549781131056556,-0.06196979281121492,-0.04074527213707459,-0.06346519563246142,-0.052317748800899934,-0.048032557022895696,-0.03082401873826963,-0.021867030694999845,-0.05133947021530272,-0.04239134530297578
2011-11-28,-0.04239134530297578,-0.06597427857829095,-0.06196979281121492,-0.04074527213707459,-0.06346519563246142,-0.052317748800899934,-0.048032557022895696,-0.03082401873826963,-0.021867030694999845,-0.05133947021530272
2011-11-29,-0.05133947021530272,-0.028296040098211964,-0.06597427857829095,-0.06196979281121492,-0.04074527213707459,-0.06346519563246142,-0.052317748800899934,-0.048032557022895696,-0.03082401873826963,-0.021867030694999845
2011-11-30,-0.021867030694999845,-0.032067849841621074,-0.028296040098211964,-0.06597427857829095,-0.06196979281121492,-0.04074527213707459,-0.06346519563246142,-0.052317748800899934,-0.048032557022895696,-0.03082401873826963
2011-12-01,-0.03082401873826963,-0.005561209092446897,-0.032067849841621074,-0.028296040098211964,-0.06597427857829095,-0.06196979281121492,-0.04074527213707459,-0.06346519563246142,-0.052317748800899934,-0.048032557022895696
2011-12-02,-0.048032557022895696,0.0114543301875521,-0.005561209092446897,-0.032067849841621074,-0.028296040098211964,-0.06597427857829095,-0.06196979281121492,-0.04074527213707459,-0.06346519563246142,-0.052317748800899934
2011-12-05,-0.052317748800899934,0.018184670356003088,0.0114543301875521,-0.005561209092446897,-0.032067849841621074,-0.028296040098211964,-0.06597427857829095,-0.06196979281121492,-0.04074527213707459,-0.06346519563246142
2011-12-06,-0.06346519563246142,0.02832329675972904,0.018184670356003088,0.0114543301875521,-0.005561209092446897,-0.032067849841621074,-0.028296040098211964,-0.06597427857829095,-0.06196979281121492,-0.04074527213707459
2011-12-07,-0.04074527213707459,0.023880710665671302,0.02832329675972904,0.018184670356003088,0.0114543301875521,-0.005561209092446897,-0.032067849841621074,-0.028296040098211964,-0.06597427857829095,-0.06196979281121492
2011-12-08,-0.06196979281121492,0.021160241539593456,0.023880710665671302,0.02832329675972904,0.018184670356003088,0.0114543301875521,-0.005561209092446897,-0.032067849841621074,-0.028296040098211964,-0.06597427857829095
2011-12-09,-0.06597427857829095,0.0261580642193769,0.021160241539593456,0.023880710665671302,0.02832329675972904,0.018184670356003088,0.0114543301875521,-0.005561209092446897,-0.032067849841621074,-0.028296040098211964
2011-12-12,-0.028296040098211964,0.03315621105068604,0.0261580642193769,0.021160241539593456,0.023880710665671302,0.02832329675972904,0.018184670356003088,0.0114543301875521,-0.005561209092446897,-0.032067849841621074
2011-12-13,-0.032067849841621074,0.027206975438547224,0.03315621105068604,0.0261580642193769,0.021160241539593456,0.023880710665671302,0.02832329675972904,0.018184670356003088,0.0114543301875521,-0.005561209092446897
2011-12-14,-0.005561209092446897,0.01749776094851338,0.027206975438547224,0.03315621105068604,0.0261580642193769,0.021160241539593456,0.023880710665671302,0.02832329675972904,0.018184670356003088,0.0114543301875521
2011-12-15,0.0114543301875521,-0.005057597507829636,0.01749776094851338,0.027206975438547224,0.03315621105068604,0.0261580642193769,0.021160241539593456,0.023880710665671302,0.02832329675972904,0.018184670356003088
2011-12-16,0.018184670356003088,-0.007702872046810533,-0.005057597507829636,0.01749776094851338,0.027206975438547224,0.03315621105068604,0.0261580642193769,0.021160241539593456,0.023880710665671302,0.02832329675972904
2011-12-19,0.02832329675972904,-0.002466519545266085,-0.007702872046810533,-0.005057597507829636,0.01749776094851338,0.027206975438547224,0.03315621105068604,0.0261580642193769,0.021160241539593456,0.023880710665671302
2011-12-20,0.023880710665671302,-0.0001886091287395867,-0.002466519545266085,-0.007702872046810533,-0.005057597507829636,0.01749776094851338,0.027206975438547224,0.03315621105068604,0.0261580642193769,0.021160241539593456
2011-12-21,0.021160241539593456,0.03387451515085759,-0.0001886091287395867,-0.002466519545266085,-0.007702872046810533,-0.005057597507829636,0.01749776094851338,0.027206975438547224,0.03315621105068604,0.0261580642193769
2011-12-22,0.0261580642193769,0.03242189696537492,0.03387451515085759,-0.0001886091287395867,-0.002466519545266085,-0.007702872046810533,-0.005057597507829636,0.01749776094851338,0.027206975438547224,0.03315621105068604
2011-12-23,0.03315621105068604,0.03371666203452515,0.03242189696537492,0.03387451515085759,-0.0001886091287395867,-0.002466519545266085,-0.007702872046810533,-0.005057597507829636,0.01749776094851338,0.027206975438547224
2011-12-27,0.027206975438547224,0.041142936716205766,0.03371666203452515,0.03242189696537492,0.03387451515085759,-0.0001886091287395867,-0.002466519545266085,-0.007702872046810533,-0.005057597507829636,0.01749776094851338
2011-12-28,0.01749776094851338,0.04553816008050811,0.041142936716205766,0.03371666203452515,0.03242189696537492,0.03387451515085759,-0.0001886091287395867,-0.002466519545266085,-0.007702872046810533,-0.005057597507829636
2011-12-29,-0.005057597507829636,0.03088272197936292,0.04553816008050811,0.041142936716205766,0.03371666203452515,0.03242189696537492,0.03387451515085759,-0.0001886091287395867,-0.002466519545266085,-0.007702872046810533
2011-12-30,-0.007702872046810533,0.03438323917888647,0.03088272197936292,0.04553816008050811,0.041142936716205766,0.03371666203452515,0.03242189696537492,0.03387451515085759,-0.0001886091287395867,-0.002466519545266085
2012-01-03,-0.002466519545266085,0.03169358090755547,0.03438323917888647,0.03088272197936292,0.04553816008050811,0.041142936716205766,0.03371666203452515,0.03242189696537492,0.03387451515085759,-0.0001886091287395867
2012-01-04,-0.0001886091287395867,0.045419329392116535,0.03169358090755547,0.03438323917888647,0.03088272197936292,0.04553816008050811,0.041142936716205766,0.03371666203452515,0.03242189696537492,0.03387451515085759
2012-01-05,0.03387451515085759,0.048481564063045775,0.045419329392116535,0.03169358090755547,0.03438323917888647,0.03088272197936292,0.04553816008050811,0.041142936716205766,0.03371666203452515,0.03242189696537492
2012-01-06,0.03242189696537492,0.05694897057888901,0.048481564063045775,0.045419329392116535,0.03169358090755547,0.03438323917888647,0.03088272197936292,0.04553816008050811,0.041142936716205766,0.03371666203452515
2012-01-09,0.03371666203452515,0.0639008652946988,0.05694897057888901,0.048481564063045775,0.045419329392116535,0.03169358090755547,0.03438323917888647,0.03088272197936292,0.04553816008050811,0.041142936716205766
2012-01-10,0.041142936716205766,0.05776272454019729,0.0639008652946988,0.05694897057888901,0.048481564063045775,0.045419329392116535,0.03169358090755547,0.03438323917888647,0.03088272197936292,0.04553816008050811
2012-01-11,0.04553816008050811,0.05762544224102958,0.05776272454019729,0.0639008652946988,0.05694897057888901,0.048481564063045775,0.045419329392116535,0.03169358090755547,0.03438323917888647,0.03088272197936292
2012-01-12,0.03088272197936292,0.05155856242924005,0.05762544224102958,0.05776272454019729,0.0639008652946988,0.05694897057888901,0.048481564063045775,0.045419329392116535,0.03169358090755547,0.03438323917888647
2012-01-13,0.03438323917888647,0.044057850604223396,0.05155856242924005,0.05762544224102958,0.05776272454019729,0.0639008652946988,0.05694897057888901,0.048481564063045775,0.045419329392116535,0.03169358090755547
2012-01-17,0.03169358090755547,0.03458480132748593,0.044057850604223396,0.05155856242924005,0.05762544224102958,0.05776272454019729,0.0639008652946988,0.05694897057888901,0.048481564063045775,0.045419329392116535
2012-01-18,0.045419329392116535,0.041116711368314095,0.03458480132748593,0.044057850604223396,0.05155856242924005,0.05762544224102958,0.05776272454019729,0.0639008652946988,0.05694897057888901,0.048481564063045775
2012-01-19,0.048481564063045775,0.04603237312512857,0.041116711368314095,0.03458480132748593,0.044057850604223396,0.05155856242924005,0.05762544224102958,0.05776272454019729,0.0639008652946988,0.05694897057888901
2012-01-20,0.05694897057888901,0.036480391382133825,0.04603237312512857,0.041116711368314095,0.03458480132748593,0.044057850604223396,0.05155856242924005,0.05762544224102958,0.05776272454019729,0.0639008652946988
2012-01-23,0.0639008652946988,0.014314758728611045,0.036480391382133825,0.04603237312512857,0.041116711368314095,0.03458480132748593,0.044057850604223396,0.05155856242924005,0.05762544224102958,0.05776272454019729
2012-01-24,0.05776272454019729,0.028358128491627246,0.014314758728611045,0.036480391382133825,0.04603237312512857,0.041116711368314095,0.03458480132748593,0.044057850604223396,0.05155856242924005,0.05762544224102958
2012-01-25,0.05762544224102958,0.007832723474975854,0.028358128491627246,0.014314758728611045,0.036480391382133825,0.04603237312512857,0.041116711368314095,0.03458480132748593,0.044057850604223396,0.05155856242924005
2012-01-26,0.05155856242924005,0.06845830038302564,0.007832723474975854,0.028358128491627246,0.014314758728611045,0.036480391382133825,0.04603237312512857,0.041116711368314095,0.03458480132748593,0.044057850604223396
2012-01-27,0.044057850604223396,0.05825559983914537,0.06845830038302564,0.007832723474975854,0.028358128491627246,0.014314758728611045,0.036480391382133825,0.04603237312512857,0.041116711368314095,0.03458480132748593
2012-01-30,0.03458480132748593,0.058992585190739855,0.05825559983914537,0.06845830038302564,0.007832723474975854,0.028358128491627246,0.014314758728611045,0.036480391382133825,0.04603237312512857,0.041116711368314095
2012-01-31,0.041116711368314095,0.06695366453969992,0.058992585190739855,0.05825559983914537,0.06845830038302564,0.007832723474975854,0.028358128491627246,0.014314758728611045,0.036480391382133825,0.04603237312512857
