,Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled Departure Time,Actual Departure Time,Scheduled Elapsed Time(Minutes),Actual Elapsed Time(Minutes),Departure Delay(Minutes),Wheels-off Time,Taxi-out Time(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes),Unnamed: 17
829,  WN,07/15/2015,4630.0,N645SW,DEN,05:50,05:50,130.0,134.0,0.0,06:04,14.0,0.0,0.0,0.0,0.0,0.0,
830,  WN,07/15/2015,4819.0,N224WN,PHX,17:25,17:41,150.0,132.0,16.0,17:52,11.0,0.0,0.0,0.0,0.0,0.0,
831,  WN,07/15/2015,4913.0,N379SW,TPA,11:35,12:42,140.0,143.0,67.0,12:49,7.0,3.0,0.0,3.0,0.0,64.0,
832,  WN,07/15/2015,4924.0,N964WN,LAX,16:00,16:17,185.0,182.0,17.0,16:29,12.0,0.0,0.0,0.0,0.0,0.0,
833,  WN,07/15/2015,4927.0,N8602F,DCA,12:40,12:38,195.0,195.0,-2.0,12:56,18.0,0.0,0.0,0.0,0.0,0.0,
834,  WN,07/15/2015,5888.0,N520SW,DAL,20:00,20:18,55.0,56.0,18.0,20:27,9.0,0.0,0.0,1.0,0.0,18.0,
835,  WN,07/16/2015,103.0,N8606C,MDW,06:30,06:31,165.0,148.0,1.0,06:47,16.0,0.0,0.0,0.0,0.0,0.0,
836,  WN,07/16/2015,144.0,N8301J,SAN,20:55,21:38,170.0,163.0,43.0,21:48,10.0,0.0,0.0,0.0,0.0,36.0,
837,  WN,07/16/2015,178.0,N491WN,ELP,20:30,20:33,90.0,90.0,3.0,20:50,17.0,0.0,0.0,0.0,0.0,0.0,
838,  WN,07/16/2015,232.0,N267WN,ATL,05:45,05:48,135.0,130.0,3.0,05:58,10.0,0.0,0.0,0.0,0.0,0.0,
839,  WN,07/16/2015,238.0,N7814B,DAL,12:30,12:36,55.0,47.0,6.0,12:42,6.0,0.0,0.0,0.0,0.0,0.0,
840,  WN,07/16/2015,285.0,N511SW,DAL,09:25,09:19,55.0,49.0,-6.0,09:26,7.0,0.0,0.0,0.0,0.0,0.0,
841,  WN,07/16/2015,311.0,N448WN,MDW,15:05,15:04,150.0,142.0,-1.0,15:12,8.0,0.0,0.0,0.0,0.0,0.0,
842,  WN,07/16/2015,329.0,N522SW,HOU,16:00,16:06,50.0,52.0,6.0,16:15,9.0,0.0,0.0,0.0,0.0,0.0,
843,  WN,07/16/2015,341.0,N949WN,OAK,18:00,17:59,225.0,208.0,-1.0,18:07,8.0,0.0,0.0,0.0,0.0,0.0,
844,  WN,07/16/2015,356.0,N391SW,PHX,20:10,21:10,140.0,136.0,60.0,21:21,11.0,0.0,0.0,0.0,0.0,56.0,
845,  WN,07/16/2015,359.0,N400WN,EWR,06:45,06:43,225.0,226.0,-2.0,06:56,13.0,0.0,0.0,0.0,0.0,0.0,
846,  WN,07/16/2015,419.0,N430WN,MDW,18:15,19:02,155.0,152.0,47.0,19:12,10.0,0.0,0.0,20.0,0.0,24.0,
847,  WN,07/16/2015,454.0,N369SW,HOU,11:30,11:30,50.0,41.0,0.0,11:37,7.0,0.0,0.0,0.0,0.0,0.0,
848,  WN,07/16/2015,554.0,N459WN,DEN,20:25,20:23,135.0,123.0,-2.0,20:34,11.0,0.0,0.0,0.0,0.0,0.0,
849,  WN,07/16/2015,556.0,N8311Q,BWI,06:00,06:06,200.0,183.0,6.0,06:14,8.0,0.0,0.0,0.0,0.0,0.0,
850,  WN,07/16/2015,604.0,N8646B,DEN,14:50,14:55,130.0,140.0,5.0,15:03,8.0,0.0,0.0,15.0,0.0,0.0,
851,  WN,07/16/2015,622.0,N227WN,MSY,07:20,07:15,85.0,75.0,-5.0,07:22,7.0,0.0,0.0,0.0,0.0,0.0,
852,  WN,07/16/2015,626.0,N250WN,HOU,05:35,05:33,45.0,45.0,-2.0,05:42,9.0,0.0,0.0,0.0,0.0,0.0,
853,  WN,07/16/2015,657.0,N427WN,DAL,17:25,18:06,55.0,52.0,41.0,18:15,9.0,9.0,0.0,0.0,0.0,29.0,
854,  WN,07/16/2015,658.0,N461WN,DEN,10:45,10:48,130.0,123.0,3.0,10:58,10.0,0.0,0.0,0.0,0.0,0.0,
855,  WN,07/16/2015,664.0,N912WN,SJC,06:35,06:33,220.0,209.0,-2.0,06:42,9.0,0.0,0.0,0.0,0.0,0.0,
856,  WN,07/16/2015,686.0,N956WN,MCO,17:25,18:01,155.0,154.0,36.0,18:12,11.0,1.0,0.0,0.0,0.0,34.0,
857,  WN,07/16/2015,709.0,N638SW,FLL,11:10,11:08,165.0,185.0,-2.0,11:23,15.0,0.0,0.0,18.0,0.0,0.0,
858,  WN,07/16/2015,771.0,N229WN,HOU,18:40,19:00,50.0,42.0,20.0,19:06,6.0,0.0,0.0,0.0,0.0,0.0,
859,  WN,07/16/2015,801.0,N608SW,DAL,15:35,15:37,60.0,53.0,2.0,15:45,8.0,0.0,0.0,0.0,0.0,0.0,
860,  WN,07/16/2015,829.0,N646SW,BWI,17:10,17:59,205.0,194.0,49.0,18:10,11.0,26.0,0.0,0.0,0.0,12.0,
861,  WN,07/16/2015,836.0,N8603F,BNA,13:30,13:28,120.0,110.0,-2.0,13:36,8.0,0.0,0.0,0.0,0.0,0.0,
862,  WN,07/16/2015,857.0,N406WN,DAL,10:30,10:37,55.0,65.0,7.0,10:45,8.0,1.0,0.0,10.0,0.0,6.0,
863,  WN,07/16/2015,862.0,N8310C,SJC,18:35,19:01,215.0,203.0,26.0,19:10,9.0,0.0,0.0,0.0,0.0,0.0,
864,  WN,07/16/2015,891.0,N514SW,LBB,16:20,16:20,70.0,67.0,0.0,16:35,15.0,0.0,0.0,0.0,0.0,0.0,
865,  WN,07/16/2015,893.0,N498WN,LAS,05:35,05:34,165.0,152.0,-1.0,05:41,7.0,0.0,0.0,0.0,0.0,0.0,
866,  WN,07/16/2015,1017.0,N515SW,DAL,06:30,06:31,60.0,50.0,1.0,06:38,7.0,0.0,0.0,0.0,0.0,0.0,
867,  WN,07/16/2015,1030.0,N8658A,PHX,12:25,12:22,140.0,137.0,-3.0,12:30,8.0,0.0,0.0,0.0,0.0,0.0,
868,  WN,07/16/2015,1249.0,N962WN,LAX,05:30,05:36,185.0,181.0,6.0,05:48,12.0,0.0,0.0,0.0,0.0,0.0,
869,  WN,07/16/2015,1255.0,N406WN,BNA,05:10,05:07,120.0,114.0,-3.0,05:16,9.0,0.0,0.0,0.0,0.0,0.0,
870,  WN,07/16/2015,1403.0,N8310C,LAS,11:25,11:34,165.0,161.0,9.0,11:44,10.0,0.0,0.0,0.0,0.0,0.0,
871,  WN,07/16/2015,1694.0,N714CB,PHX,07:00,07:00,140.0,146.0,0.0,07:13,13.0,0.0,0.0,0.0,0.0,0.0,
872,  WN,07/16/2015,1901.0,N687SW,MCO,10:25,10:24,155.0,161.0,-1.0,10:33,9.0,0.0,0.0,0.0,0.0,0.0,
873,  WN,07/16/2015,2263.0,N7722B,DAL,18:40,18:43,55.0,50.0,3.0,18:51,8.0,0.0,0.0,0.0,0.0,0.0,
874,  WN,07/16/2015,2284.0,N901WN,FLL,16:45,16:47,165.0,163.0,2.0,16:56,9.0,0.0,0.0,0.0,0.0,0.0,
875,  WN,07/16/2015,2495.0,N725SW,SNA,07:35,07:30,180.0,169.0,-5.0,07:38,8.0,0.0,0.0,0.0,0.0,0.0,
876,  WN,07/16/2015,2876.0,N631SW,STL,13:25,13:30,120.0,108.0,5.0,13:39,9.0,0.0,0.0,0.0,0.0,0.0,
877,  WN,07/16/2015,2950.0,N266WN,DAL,14:05,14:05,55.0,53.0,0.0,14:14,9.0,0.0,0.0,0.0,0.0,0.0,
878,  WN,07/16/2015,3047.0,N8646B,LAS,20:20,20:37,165.0,162.0,17.0,20:51,14.0,0.0,0.0,0.0,0.0,0.0,
879,  WN,07/16/2015,3054.0,N631SW,PDX,18:45,18:49,245.0,242.0,4.0,18:58,9.0,0.0,0.0,0.0,0.0,0.0,
880,  WN,07/16/2015,3304.0,N701GS,ATL,18:10,18:11,135.0,124.0,1.0,18:21,10.0,0.0,0.0,0.0,0.0,0.0,
881,  WN,07/16/2015,3307.0,N697SW,HRL,09:15,09:14,60.0,56.0,-1.0,09:23,9.0,0.0,0.0,0.0,0.0,0.0,
882,  WN,07/16/2015,3933.0,7819A ,ELP,10:40,10:40,90.0,84.0,0.0,10:48,8.0,0.0,0.0,0.0,0.0,0.0,
883,  WN,07/16/2015,3937.0,N553WN,DAL,08:10,08:06,60.0,49.0,-4.0,08:13,7.0,0.0,0.0,0.0,0.0,0.0,
884,  WN,07/16/2015,4195.0,N528SW,ELP,14:25,15:10,90.0,93.0,45.0,15:21,11.0,0.0,0.0,3.0,0.0,45.0,
885,  WN,07/16/2015,4551.0,N465WN,DEN,08:30,08:35,125.0,120.0,5.0,08:45,10.0,0.0,0.0,0.0,0.0,0.0,
886,  WN,07/16/2015,4621.0,N612SW,SAN,11:35,11:28,175.0,167.0,-7.0,11:41,13.0,0.0,0.0,0.0,0.0,0.0,
887,  WN,07/16/2015,4630.0,N638SW,DEN,05:50,05:46,130.0,126.0,-4.0,05:58,12.0,0.0,0.0,0.0,0.0,0.0,
888,  WN,07/16/2015,4819.0,N486WN,PHX,17:25,17:57,150.0,131.0,32.0,18:06,9.0,0.0,0.0,0.0,0.0,0.0,
889,  WN,07/16/2015,4913.0,N606SW,TPA,11:35,12:08,140.0,170.0,33.0,12:17,9.0,3.0,0.0,30.0,0.0,30.0,
890,  WN,07/16/2015,4924.0,N930WN,LAX,16:00,16:12,185.0,183.0,12.0,16:22,10.0,0.0,0.0,0.0,0.0,0.0,
891,  WN,07/16/2015,4927.0,N8301J,DCA,12:40,12:39,195.0,185.0,-1.0,12:46,7.0,0.0,0.0,0.0,0.0,0.0,
892,  WN,07/16/2015,5888.0,N515SW,DAL,20:00,20:04,55.0,57.0,4.0,20:18,14.0,0.0,0.0,0.0,0.0,0.0,
893,  WN,07/17/2015,103.0,N8308K,MDW,06:30,06:30,165.0,146.0,0.0,06:43,13.0,0.0,0.0,0.0,0.0,0.0,
894,  WN,07/17/2015,144.0,N8301J,SAN,20:55,21:16,170.0,161.0,21.0,21:26,10.0,0.0,0.0,0.0,0.0,0.0,
895,  WN,07/17/2015,178.0,N646SW,ELP,20:30,20:28,90.0,81.0,-2.0,20:35,7.0,0.0,0.0,0.0,0.0,0.0,
896,  WN,07/17/2015,232.0,N402WN,ATL,05:45,05:44,135.0,132.0,-1.0,05:54,10.0,0.0,0.0,0.0,0.0,0.0,
897,  WN,07/17/2015,238.0,N953WN,DAL,12:30,12:26,55.0,44.0,-4.0,12:31,5.0,0.0,0.0,0.0,0.0,0.0,
898,  WN,07/17/2015,285.0,N515SW,DAL,09:25,09:21,55.0,53.0,-4.0,09:33,12.0,0.0,0.0,0.0,0.0,0.0,
899,  WN,07/17/2015,311.0,N7704B,MDW,15:05,15:27,150.0,146.0,22.0,15:38,11.0,9.0,0.0,0.0,0.0,9.0,
900,  WN,07/17/2015,329.0,N515SW,HOU,16:00,16:01,50.0,48.0,1.0,16:14,13.0,0.0,0.0,0.0,0.0,0.0,
901,  WN,07/17/2015,341.0,N713SW,OAK,18:00,18:05,225.0,229.0,5.0,18:14,9.0,0.0,0.0,0.0,0.0,0.0,
902,  WN,07/17/2015,356.0,N257WN,PHX,20:10,20:35,140.0,135.0,25.0,20:43,8.0,0.0,0.0,0.0,0.0,20.0,
903,  WN,07/17/2015,359.0,N725SW,EWR,06:45,06:42,225.0,216.0,-3.0,06:52,10.0,0.0,0.0,0.0,0.0,0.0,
904,  WN,07/17/2015,419.0,N224WN,MDW,18:15,18:46,155.0,143.0,31.0,18:54,8.0,0.0,0.0,6.0,0.0,13.0,
905,  WN,07/17/2015,454.0,N363SW,HOU,11:30,11:28,50.0,45.0,-2.0,11:36,8.0,0.0,0.0,0.0,0.0,0.0,
906,  WN,07/17/2015,554.0,N731SA,DEN,20:25,20:23,135.0,124.0,-2.0,20:31,8.0,0.0,0.0,0.0,0.0,0.0,
907,  WN,07/17/2015,556.0,N8326F,BWI,06:00,05:58,200.0,182.0,-2.0,06:09,11.0,0.0,0.0,0.0,0.0,0.0,
908,  WN,07/17/2015,604.0,N8615E,DEN,14:50,14:51,130.0,124.0,1.0,14:59,8.0,0.0,0.0,0.0,0.0,0.0,
909,  WN,07/17/2015,622.0,N433LV,MSY,07:20,07:16,85.0,74.0,-4.0,07:25,9.0,0.0,0.0,0.0,0.0,0.0,
910,  WN,07/17/2015,626.0,N720WN,HOU,05:35,05:31,45.0,50.0,-4.0,05:41,10.0,0.0,0.0,0.0,0.0,0.0,
911,  WN,07/17/2015,657.0,N789SW,DAL,17:25,17:57,55.0,52.0,32.0,18:08,11.0,7.0,0.0,0.0,0.0,22.0,
912,  WN,07/17/2015,658.0,N719SW,DEN,10:45,10:57,130.0,123.0,12.0,11:07,10.0,0.0,0.0,0.0,0.0,0.0,
913,  WN,07/17/2015,664.0,N294WN,SJC,06:35,06:34,220.0,213.0,-1.0,06:48,14.0,0.0,0.0,0.0,0.0,0.0,
914,  WN,07/17/2015,686.0,N8662F,MCO,17:25,17:21,155.0,154.0,-4.0,17:32,11.0,0.0,0.0,0.0,0.0,0.0,
915,  WN,07/17/2015,709.0,N624SW,FLL,11:10,11:26,165.0,171.0,16.0,11:38,12.0,7.0,0.0,6.0,0.0,9.0,
916,  WN,07/17/2015,771.0,N781WN,HOU,18:40,18:39,50.0,44.0,-1.0,18:49,10.0,0.0,0.0,0.0,0.0,0.0,
917,  WN,07/17/2015,801.0,N390SW,DAL,15:35,16:19,60.0,49.0,44.0,16:28,9.0,1.0,0.0,0.0,0.0,32.0,
918,  WN,07/17/2015,829.0,N254WN,BWI,17:10,17:51,205.0,215.0,41.0,18:03,12.0,1.0,0.0,10.0,0.0,40.0,
919,  WN,07/17/2015,836.0,N8630B,BNA,13:30,14:43,120.0,116.0,73.0,14:54,11.0,0.0,0.0,0.0,0.0,69.0,
920,  WN,07/17/2015,857.0,N477WN,DAL,10:30,10:30,55.0,52.0,0.0,10:40,10.0,0.0,0.0,0.0,0.0,0.0,
921,  WN,07/17/2015,862.0,N8656B,SJC,18:35,18:47,215.0,225.0,12.0,18:58,11.0,0.0,0.0,10.0,0.0,12.0,
922,  WN,07/17/2015,891.0,N521SW,LBB,16:20,16:20,70.0,62.0,0.0,16:30,10.0,0.0,0.0,0.0,0.0,0.0,
923,  WN,07/17/2015,893.0,N7743B,LAS,05:35,05:34,165.0,161.0,-1.0,05:44,10.0,0.0,0.0,0.0,0.0,0.0,
924,  WN,07/17/2015,1017.0,N527SW,DAL,06:30,06:29,60.0,51.0,-1.0,06:38,9.0,0.0,0.0,0.0,0.0,0.0,
925,  WN,07/17/2015,1030.0,N500WR,PHX,12:25,12:19,140.0,128.0,-6.0,12:29,10.0,0.0,0.0,0.0,0.0,0.0,
926,  WN,07/17/2015,1249.0,N493WN,LAX,05:30,05:27,185.0,187.0,-3.0,05:40,13.0,0.0,0.0,0.0,0.0,0.0,
927,  WN,07/17/2015,1255.0,N477WN,BNA,05:10,05:10,120.0,111.0,0.0,05:18,8.0,0.0,0.0,0.0,0.0,0.0,
928,  WN,07/17/2015,1403.0,N8656B,LAS,11:25,11:25,165.0,155.0,0.0,11:33,8.0,0.0,0.0,0.0,0.0,0.0,
929,  WN,07/17/2015,1472.0,N744SW,DAL,21:55,21:53,55.0,54.0,-2.0,22:02,9.0,0.0,0.0,0.0,0.0,0.0,
930,  WN,07/17/2015,1694.0,N7811F,PHX,07:00,06:59,140.0,137.0,-1.0,07:10,11.0,0.0,0.0,0.0,0.0,0.0,
931,  WN,07/17/2015,1901.0,N317WN,MCO,10:25,10:26,155.0,153.0,1.0,10:33,7.0,0.0,0.0,0.0,0.0,0.0,
932,  WN,07/17/2015,2263.0,N223WN,DAL,18:40,18:39,55.0,50.0,-1.0,18:47,8.0,0.0,0.0,0.0,0.0,0.0,
933,  WN,07/17/2015,2284.0,N703SW,FLL,16:45,16:44,165.0,163.0,-1.0,16:53,9.0,0.0,0.0,0.0,0.0,0.0,
934,  WN,07/17/2015,2495.0,N7703A,SNA,07:35,07:30,180.0,169.0,-5.0,07:39,9.0,0.0,0.0,0.0,0.0,0.0,
935,  WN,07/17/2015,2876.0,N228WN,STL,13:25,13:25,120.0,116.0,0.0,13:35,10.0,0.0,0.0,0.0,0.0,0.0,
936,  WN,07/17/2015,2950.0,N7722B,DAL,14:05,14:17,55.0,53.0,12.0,14:25,8.0,0.0,0.0,0.0,0.0,0.0,
937,  WN,07/17/2015,3047.0,N8658A,LAS,20:20,20:28,165.0,158.0,8.0,20:37,9.0,0.0,0.0,0.0,0.0,0.0,
938,  WN,07/17/2015,3054.0,N228WN,PDX,18:45,18:47,245.0,232.0,2.0,18:56,9.0,0.0,0.0,0.0,0.0,0.0,
939,  WN,07/17/2015,3304.0,N770SA,ATL,18:10,18:59,135.0,113.0,49.0,19:05,6.0,27.0,0.0,0.0,0.0,0.0,
940,  WN,07/17/2015,3307.0,N602SW,HRL,09:15,09:07,60.0,59.0,-8.0,09:18,11.0,0.0,0.0,0.0,0.0,0.0,
941,  WN,07/17/2015,3933.0,N401WN,ELP,10:40,10:43,90.0,85.0,3.0,10:54,11.0,0.0,0.0,0.0,0.0,0.0,
942,  WN,07/17/2015,3937.0,N946WN,DAL,08:10,08:05,60.0,57.0,-5.0,08:18,13.0,0.0,0.0,0.0,0.0,0.0,
943,  WN,07/17/2015,4195.0,N525SW,ELP,14:25,14:22,90.0,85.0,-3.0,14:34,12.0,0.0,0.0,0.0,0.0,0.0,
944,  WN,07/17/2015,4551.0,N963WN,DEN,08:30,08:29,125.0,121.0,-1.0,08:37,8.0,0.0,0.0,0.0,0.0,0.0,
945,  WN,07/17/2015,4621.0,N639SW,SAN,11:35,11:40,175.0,164.0,5.0,11:48,8.0,0.0,0.0,0.0,0.0,0.0,
946,  WN,07/17/2015,4630.0,N624SW,DEN,05:50,05:50,130.0,138.0,0.0,06:04,14.0,0.0,0.0,0.0,0.0,0.0,
947,  WN,07/17/2015,4819.0,N552WN,PHX,17:25,17:34,150.0,126.0,9.0,17:41,7.0,0.0,0.0,0.0,0.0,0.0,
948,  WN,07/17/2015,4913.0,N632SW,TPA,11:35,11:41,140.0,143.0,6.0,11:50,9.0,0.0,0.0,0.0,0.0,0.0,
949,  WN,07/17/2015,4924.0,N438WN,LAX,16:00,16:12,185.0,173.0,12.0,16:21,9.0,0.0,0.0,0.0,0.0,0.0,
950,  WN,07/17/2015,4927.0,N8301J,DCA,12:40,12:40,195.0,191.0,0.0,12:55,15.0,0.0,0.0,0.0,0.0,0.0,
951,  WN,07/17/2015,5888.0,N527SW,DAL,20:00,19:59,55.0,50.0,-1.0,20:09,10.0,0.0,0.0,0.0,0.0,0.0,
952,  WN,07/18/2015,704.0,N956WN,MCO,16:25,16:28,155.0,149.0,3.0,16:35,7.0,0.0,0.0,0.0,0.0,0.0,
953,  WN,07/18/2015,1060.0,N606SW,PHX,15:00,15:00,135.0,136.0,0.0,15:09,9.0,0.0,0.0,0.0,0.0,0.0,
954,  WN,07/18/2015,1133.0,N520SW,DAL,07:35,07:32,60.0,53.0,-3.0,07:43,11.0,0.0,0.0,0.0,0.0,0.0,
955,  WN,07/18/2015,1192.0,N657SW,TPA,14:15,14:20,140.0,144.0,5.0,14:32,12.0,0.0,0.0,0.0,0.0,0.0,
956,  WN,07/18/2015,1195.0,N8316H,MCO,07:10,07:16,155.0,154.0,6.0,07:28,12.0,0.0,0.0,0.0,0.0,0.0,
957,  WN,07/18/2015,1201.0,N956WN,BNA,06:40,06:38,120.0,110.0,-2.0,06:45,7.0,0.0,0.0,0.0,0.0,0.0,
958,  WN,07/18/2015,1211.0,N432WN,EWR,06:45,06:44,225.0,206.0,-1.0,06:52,8.0,0.0,0.0,0.0,0.0,0.0,
959,  WN,07/18/2015,1216.0,N448WN,HOU,07:40,07:39,50.0,45.0,-1.0,07:52,13.0,0.0,0.0,0.0,0.0,0.0,
960,  WN,07/18/2015,1219.0,N622SW,MDW,05:35,05:32,155.0,157.0,-3.0,05:43,11.0,0.0,0.0,0.0,0.0,0.0,
961,  WN,07/18/2015,1220.0,N929WN,MSY,11:45,12:17,85.0,71.0,32.0,12:24,7.0,0.0,0.0,0.0,0.0,18.0,
962,  WN,07/18/2015,1240.0,N376SW,PHX,19:10,19:18,140.0,134.0,8.0,19:28,10.0,0.0,0.0,0.0,0.0,0.0,
963,  WN,07/18/2015,1258.0,N642WN,DAL,19:00,19:21,55.0,50.0,21.0,19:29,8.0,1.0,0.0,0.0,0.0,15.0,
964,  WN,07/18/2015,1338.0,N962WN,SNA,07:30,07:39,180.0,170.0,9.0,07:51,12.0,0.0,0.0,0.0,0.0,0.0,
965,  WN,07/18/2015,1366.0,N455WN,DEN,06:15,06:13,130.0,120.0,-2.0,06:22,9.0,0.0,0.0,0.0,0.0,0.0,
966,  WN,07/18/2015,1693.0,N8621A,LAX,07:25,07:37,185.0,168.0,12.0,07:41,4.0,0.0,0.0,0.0,0.0,0.0,
967,  WN,07/18/2015,1739.0,N7703A,PHX,09:35,09:32,140.0,128.0,-3.0,09:40,8.0,0.0,0.0,0.0,0.0,0.0,
968,  WN,07/18/2015,1837.0,N962WN,MCO,19:50,21:33,160.0,143.0,103.0,21:39,6.0,65.0,0.0,0.0,0.0,21.0,
969,  WN,07/18/2015,1849.0,N937WN,DAL,14:05,14:24,55.0,50.0,19.0,14:32,8.0,0.0,0.0,0.0,0.0,0.0,
970,  WN,07/18/2015,1928.0,N775SW,DCA,13:05,13:35,195.0,177.0,30.0,13:43,8.0,0.0,0.0,0.0,0.0,0.0,
971,  WN,07/18/2015,1929.0,N775SW,DAL,20:45,20:49,55.0,52.0,4.0,20:59,10.0,0.0,0.0,0.0,0.0,0.0,
972,  WN,07/18/2015,1937.0,N433LV,FLL,11:05,11:05,165.0,177.0,0.0,11:12,7.0,0.0,0.0,0.0,0.0,0.0,
973,  WN,07/18/2015,1962.0,N367SW,ATL,17:30,18:21,135.0,136.0,51.0,18:27,6.0,51.0,0.0,1.0,0.0,0.0,
974,  WN,07/18/2015,1979.0,N8607M,DEN,18:35,19:06,130.0,116.0,31.0,19:15,9.0,17.0,0.0,0.0,0.0,0.0,
975,  WN,07/18/2015,2023.0,N374SW,LAS,10:35,10:32,170.0,157.0,-3.0,10:40,8.0,0.0,0.0,0.0,0.0,0.0,
976,  WN,07/18/2015,2196.0,N423WN,LAS,16:00,16:01,170.0,214.0,1.0,16:09,8.0,0.0,0.0,45.0,0.0,0.0,
977,  WN,07/18/2015,2248.0,N366SW,ELP,14:00,14:20,90.0,83.0,20.0,14:31,11.0,0.0,0.0,0.0,0.0,0.0,
978,  WN,07/18/2015,2294.0,N363SW,DAL,09:45,09:44,55.0,54.0,-1.0,09:54,10.0,0.0,0.0,0.0,0.0,0.0,
979,  WN,07/18/2015,2295.0,N363SW,HOU,14:55,14:51,50.0,54.0,-4.0,14:57,6.0,0.0,0.0,0.0,0.0,0.0,
980,  WN,07/18/2015,2449.0,N7739A,BNA,16:25,16:21,120.0,105.0,-4.0,16:27,6.0,0.0,0.0,0.0,0.0,0.0,
981,  WN,07/18/2015,2458.0,N398SW,LAX,17:25,20:19,185.0,181.0,174.0,20:32,13.0,170.0,0.0,0.0,0.0,0.0,
982,  WN,07/18/2015,2474.0,N435WN,HOU,12:40,12:51,50.0,53.0,11.0,12:58,7.0,0.0,0.0,0.0,0.0,0.0,
983,  WN,07/18/2015,2743.0,N623SW,BWI,05:30,05:29,195.0,216.0,-1.0,05:39,10.0,0.0,0.0,20.0,0.0,0.0,
984,  WN,07/18/2015,2936.0,N352SW,LBB,13:55,14:00,70.0,64.0,5.0,14:13,13.0,0.0,0.0,0.0,0.0,0.0,
985,  WN,07/18/2015,3269.0,N376SW,STL,13:40,14:02,120.0,115.0,22.0,14:14,12.0,17.0,0.0,0.0,0.0,0.0,
986,  WN,07/18/2015,3347.0,N279WN,LAS,18:45,18:39,165.0,303.0,-6.0,18:55,16.0,0.0,0.0,0.0,0.0,0.0,
987,  WN,07/18/2015,3898.0,N8611F,SAN,11:15,11:11,170.0,154.0,-4.0,11:18,7.0,0.0,0.0,0.0,0.0,0.0,
988,  WN,07/18/2015,4280.0,N454WN,PDX,18:40,19:12,245.0,225.0,32.0,19:20,8.0,0.0,0.0,0.0,0.0,0.0,
989,  WN,07/18/2015,4357.0,N741SA,MDW,17:45,18:25,155.0,147.0,40.0,18:36,11.0,0.0,32.0,0.0,0.0,0.0,
990,  WN,07/18/2015,4359.0,N642WN,DEN,13:35,13:39,135.0,123.0,4.0,13:48,9.0,0.0,0.0,0.0,0.0,0.0,
991,  WN,07/18/2015,4425.0,N7748A,OAK,14:45,14:46,225.0,219.0,1.0,15:00,14.0,0.0,0.0,0.0,0.0,0.0,
992,  WN,07/18/2015,4436.0,N7717D,SAN,21:20,21:16,170.0,160.0,-4.0,21:27,11.0,0.0,0.0,0.0,0.0,0.0,
993,  WN,07/18/2015,4463.0,N7701B,BWI,16:10,18:45,205.0,187.0,155.0,18:53,8.0,24.0,0.0,0.0,0.0,113.0,
994,  WN,07/18/2015,4496.0,N373SW,ATL,06:50,06:50,135.0,126.0,0.0,06:58,8.0,0.0,0.0,0.0,0.0,0.0,
995,  WN,07/18/2015,4517.0,N522SW,HRL,10:45,10:40,60.0,54.0,-5.0,10:48,8.0,0.0,0.0,0.0,0.0,0.0,
996,  WN,07/18/2015,4548.0,N7748A,ELP,10:40,10:36,90.0,86.0,-4.0,10:47,11.0,0.0,0.0,0.0,0.0,0.0,
997,  WN,07/18/2015,4579.0,N967WN,SJC,13:10,13:55,215.0,199.0,45.0,14:02,7.0,0.0,0.0,0.0,0.0,29.0,
998,  WN,07/19/2015,144.0,N8610A,SAN,20:55,20:51,170.0,166.0,-4.0,21:07,16.0,0.0,0.0,0.0,0.0,0.0,
999,  WN,07/19/2015,178.0,N644SW,ELP,20:30,20:36,90.0,86.0,6.0,20:45,9.0,0.0,0.0,0.0,0.0,0.0,
1000,  WN,07/19/2015,238.0,N429WN,DAL,12:30,12:32,55.0,48.0,2.0,12:41,9.0,0.0,0.0,0.0,0.0,0.0,
1001,  WN,07/19/2015,285.0,N642WN,DAL,09:25,09:24,55.0,49.0,-1.0,09:33,9.0,0.0,0.0,0.0,0.0,0.0,
1002,  WN,07/19/2015,311.0,N238WN,MDW,15:05,15:16,150.0,140.0,11.0,15:24,8.0,0.0,0.0,0.0,0.0,0.0,
1003,  WN,07/19/2015,329.0,N659SW,HOU,16:00,16:05,50.0,41.0,5.0,16:12,7.0,0.0,0.0,0.0,0.0,0.0,
1004,  WN,07/19/2015,341.0,N492WN,OAK,18:00,18:02,225.0,220.0,2.0,18:09,7.0,0.0,0.0,0.0,0.0,0.0,
1005,  WN,07/19/2015,356.0,N640SW,PHX,20:10,20:25,140.0,135.0,15.0,20:36,11.0,0.0,0.0,0.0,0.0,0.0,
1006,  WN,07/19/2015,359.0,N560WN,EWR,06:45,06:48,225.0,207.0,3.0,06:59,11.0,0.0,0.0,0.0,0.0,0.0,
1007,  WN,07/19/2015,419.0,N7709A,MDW,18:15,18:10,155.0,151.0,-5.0,18:21,11.0,0.0,0.0,0.0,0.0,0.0,
1008,  WN,07/19/2015,454.0,N515SW,HOU,11:30,11:32,50.0,44.0,2.0,11:42,10.0,0.0,0.0,0.0,0.0,0.0,
1009,  WN,07/19/2015,554.0,N378SW,DEN,20:25,20:22,135.0,142.0,-3.0,20:30,8.0,0.0,0.0,0.0,0.0,0.0,
