,Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled Departure Time,Actual Departure Time,Scheduled Elapsed Time(Minutes),Actual Elapsed Time(Minutes),Departure Delay(Minutes),Wheels-off Time,Taxi-out Time(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes),Unnamed: 17
1010,  WN,07/19/2015,556.0,N8326F,BWI,06:00,05:58,200.0,197.0,-2.0,06:24,26.0,0.0,0.0,0.0,0.0,0.0,
1011,  WN,07/19/2015,604.0,N8629A,DEN,14:50,14:49,130.0,130.0,-1.0,14:59,10.0,0.0,0.0,0.0,0.0,0.0,
1012,  WN,07/19/2015,658.0,N491WN,DEN,10:45,11:20,130.0,116.0,35.0,11:30,10.0,21.0,0.0,0.0,0.0,0.0,
1013,  WN,07/19/2015,686.0,N8313F,MCO,17:25,17:52,155.0,151.0,27.0,18:00,8.0,0.0,0.0,0.0,0.0,23.0,
1014,  WN,07/19/2015,709.0,N620SW,FLL,11:10,12:01,165.0,166.0,51.0,12:12,11.0,51.0,0.0,1.0,0.0,0.0,
1015,  WN,07/19/2015,801.0,N604SW,DAL,15:35,15:40,60.0,49.0,5.0,15:48,8.0,0.0,0.0,0.0,0.0,0.0,
1016,  WN,07/19/2015,829.0,N454WN,BWI,17:10,19:41,205.0,177.0,151.0,19:49,8.0,48.0,0.0,0.0,0.0,75.0,
1017,  WN,07/19/2015,836.0,N8669B,BNA,13:30,13:56,120.0,110.0,26.0,14:03,7.0,16.0,0.0,0.0,0.0,0.0,
1018,  WN,07/19/2015,857.0,N609SW,DAL,10:30,11:11,55.0,51.0,41.0,11:21,10.0,9.0,0.0,0.0,0.0,28.0,
1019,  WN,07/19/2015,862.0,N8612K,SJC,18:35,18:44,215.0,206.0,9.0,18:56,12.0,0.0,0.0,0.0,0.0,0.0,
1020,  WN,07/19/2015,891.0,N522SW,LBB,16:20,16:13,70.0,62.0,-7.0,16:22,9.0,0.0,0.0,0.0,0.0,0.0,
1021,  WN,07/19/2015,998.0,N244WN,LAX,08:05,08:03,185.0,197.0,-2.0,08:11,8.0,0.0,0.0,0.0,0.0,0.0,
1022,  WN,07/19/2015,1030.0,N8651A,PHX,12:25,12:22,140.0,128.0,-3.0,12:33,11.0,0.0,0.0,0.0,0.0,0.0,
1023,  WN,07/19/2015,1354.0,N289CT,DAL,17:25,17:27,55.0,50.0,2.0,17:35,8.0,0.0,0.0,0.0,0.0,0.0,
1024,  WN,07/19/2015,1403.0,N8612K,LAS,11:25,11:22,165.0,164.0,-3.0,11:33,11.0,0.0,0.0,0.0,0.0,0.0,
1025,  WN,07/19/2015,1694.0,N466WN,PHX,07:00,07:00,140.0,128.0,0.0,07:09,9.0,0.0,0.0,0.0,0.0,0.0,
1026,  WN,07/19/2015,1901.0,N364SW,MCO,10:25,10:24,155.0,157.0,-1.0,10:34,10.0,0.0,0.0,0.0,0.0,0.0,
1027,  WN,07/19/2015,2263.0,N755SA,DAL,18:40,19:10,55.0,50.0,30.0,19:18,8.0,0.0,0.0,0.0,0.0,25.0,
1028,  WN,07/19/2015,2284.0,N219WN,FLL,16:45,16:45,165.0,157.0,0.0,16:53,8.0,0.0,0.0,0.0,0.0,0.0,
1029,  WN,07/19/2015,2485.0,N655WN,ATL,05:45,05:40,135.0,134.0,-5.0,05:50,10.0,0.0,0.0,0.0,0.0,0.0,
1030,  WN,07/19/2015,2495.0,N570WN,SNA,07:35,07:33,180.0,197.0,-2.0,08:10,37.0,0.0,0.0,15.0,0.0,0.0,
1031,  WN,07/19/2015,2876.0,N454WN,STL,13:25,14:18,120.0,113.0,53.0,14:27,9.0,6.0,0.0,0.0,0.0,40.0,
1032,  WN,07/19/2015,3047.0,N8609A,LAS,20:20,20:21,165.0,181.0,1.0,20:29,8.0,0.0,0.0,17.0,0.0,0.0,
1033,  WN,07/19/2015,3054.0,N570WN,PDX,18:45,21:44,245.0,229.0,179.0,21:55,11.0,130.0,0.0,0.0,0.0,33.0,
1034,  WN,07/19/2015,3304.0,N229WN,ATL,18:10,18:07,135.0,141.0,-3.0,18:15,8.0,0.0,0.0,0.0,0.0,0.0,
1035,  WN,07/19/2015,3569.0,N273WN,DAL,14:05,14:03,55.0,50.0,-2.0,14:11,8.0,0.0,0.0,0.0,0.0,0.0,
1036,  WN,07/19/2015,3933.0,N551WN,ELP,10:40,10:47,90.0,81.0,7.0,10:56,9.0,0.0,0.0,0.0,0.0,0.0,
1037,  WN,07/19/2015,3937.0,N292WN,DAL,08:10,08:11,60.0,66.0,1.0,08:19,8.0,0.0,0.0,0.0,0.0,0.0,
1038,  WN,07/19/2015,4033.0,N514SW,MSY,07:50,07:46,85.0,79.0,-4.0,07:59,13.0,0.0,0.0,0.0,0.0,0.0,
1039,  WN,07/19/2015,4057.0,N718SW,HOU,18:40,18:55,50.0,43.0,15.0,19:02,7.0,0.0,0.0,0.0,0.0,0.0,
1040,  WN,07/19/2015,4096.0,N491WN,BNA,05:30,06:13,120.0,118.0,43.0,06:21,8.0,41.0,0.0,0.0,0.0,0.0,
1041,  WN,07/19/2015,4116.0,N8325D,MDW,07:10,07:07,165.0,148.0,-3.0,07:18,11.0,0.0,0.0,0.0,0.0,0.0,
1042,  WN,07/19/2015,4137.0,N224WN,SJC,09:20,09:27,220.0,205.0,7.0,09:37,10.0,0.0,0.0,0.0,0.0,0.0,
1043,  WN,07/19/2015,4141.0,N658SW,HRL,09:20,09:15,60.0,55.0,-5.0,09:24,9.0,0.0,0.0,0.0,0.0,0.0,
1044,  WN,07/19/2015,4142.0,N481WN,LAS,06:05,00:00,165.0,0.0,0.0,00:00,0.0,0.0,0.0,0.0,0.0,0.0,
1045,  WN,07/19/2015,4180.0,N387SW,SAN,11:30,12:03,175.0,158.0,33.0,12:12,9.0,4.0,0.0,0.0,0.0,12.0,
1046,  WN,07/19/2015,4195.0,N607SW,ELP,14:25,14:20,90.0,81.0,-5.0,14:29,9.0,0.0,0.0,0.0,0.0,0.0,
1047,  WN,07/19/2015,4365.0,N623SW,MCO,08:30,09:21,155.0,159.0,51.0,09:30,9.0,48.0,0.0,4.0,0.0,3.0,
1048,  WN,07/19/2015,4551.0,N626SW,DEN,08:30,08:37,125.0,121.0,7.0,08:47,10.0,0.0,0.0,0.0,0.0,0.0,
1049,  WN,07/19/2015,4630.0,N620SW,DEN,05:50,05:48,130.0,120.0,-2.0,05:59,11.0,0.0,0.0,0.0,0.0,0.0,
1050,  WN,07/19/2015,4819.0,N7750A,PHX,17:25,18:43,150.0,130.0,78.0,18:51,8.0,58.0,0.0,0.0,0.0,0.0,
1051,  WN,07/19/2015,4913.0,N7732A,TPA,11:35,11:55,140.0,141.0,20.0,12:04,9.0,9.0,0.0,1.0,0.0,11.0,
1052,  WN,07/19/2015,4924.0,N208WN,LAX,16:00,18:13,185.0,176.0,133.0,18:23,10.0,0.0,0.0,124.0,0.0,0.0,
1053,  WN,07/19/2015,4927.0,N8610A,DCA,12:40,12:37,195.0,176.0,-3.0,12:47,10.0,0.0,0.0,0.0,0.0,0.0,
1054,  WN,07/19/2015,5888.0,N528SW,DAL,20:00,20:06,55.0,54.0,6.0,20:17,11.0,0.0,0.0,0.0,0.0,0.0,
1055,  WN,07/20/2015,103.0,N8647A,MDW,06:30,06:27,165.0,152.0,-3.0,06:38,11.0,0.0,0.0,0.0,0.0,0.0,
1056,  WN,07/20/2015,144.0,N8634A,SAN,20:55,20:51,170.0,175.0,-4.0,21:09,18.0,0.0,0.0,0.0,0.0,0.0,
1057,  WN,07/20/2015,178.0,N201LV,ELP,20:30,20:41,90.0,88.0,11.0,20:55,14.0,0.0,0.0,0.0,0.0,0.0,
1058,  WN,07/20/2015,232.0,N778SW,ATL,05:45,05:43,135.0,140.0,-2.0,05:52,9.0,0.0,0.0,0.0,0.0,0.0,
1059,  WN,07/20/2015,238.0,N290WN,DAL,12:30,12:32,55.0,50.0,2.0,12:41,9.0,0.0,0.0,0.0,0.0,0.0,
1060,  WN,07/20/2015,285.0,N515SW,DAL,09:25,09:20,55.0,54.0,-5.0,09:29,9.0,0.0,0.0,0.0,0.0,0.0,
1061,  WN,07/20/2015,311.0,N607SW,MDW,15:05,15:13,150.0,147.0,8.0,15:22,9.0,0.0,0.0,0.0,0.0,0.0,
1062,  WN,07/20/2015,329.0,N515SW,HOU,16:00,15:58,50.0,42.0,-2.0,16:05,7.0,0.0,0.0,0.0,0.0,0.0,
1063,  WN,07/20/2015,341.0,N960WN,OAK,18:00,17:59,225.0,233.0,-1.0,18:13,14.0,0.0,0.0,0.0,0.0,0.0,
1064,  WN,07/20/2015,356.0,N745SW,PHX,20:10,20:25,140.0,133.0,15.0,20:34,9.0,0.0,0.0,0.0,0.0,0.0,
1065,  WN,07/20/2015,359.0,N258WN,EWR,06:45,06:40,225.0,202.0,-5.0,06:46,6.0,0.0,0.0,0.0,0.0,0.0,
1066,  WN,07/20/2015,419.0,N486WN,MDW,18:15,18:18,155.0,158.0,3.0,18:26,8.0,0.0,0.0,0.0,0.0,0.0,
1067,  WN,07/20/2015,454.0,N659SW,HOU,11:30,11:34,50.0,48.0,4.0,11:42,8.0,0.0,0.0,0.0,0.0,0.0,
1068,  WN,07/20/2015,554.0,N243WN,DEN,20:25,20:27,135.0,125.0,2.0,20:38,11.0,0.0,0.0,0.0,0.0,0.0,
1069,  WN,07/20/2015,556.0,N8632A,BWI,06:00,05:59,200.0,180.0,-1.0,06:08,9.0,0.0,0.0,0.0,0.0,0.0,
1070,  WN,07/20/2015,604.0,N8329B,DEN,14:50,14:47,130.0,120.0,-3.0,14:56,9.0,0.0,0.0,0.0,0.0,0.0,
1071,  WN,07/20/2015,622.0,N233LV,MSY,07:20,07:16,85.0,80.0,-4.0,07:27,11.0,0.0,0.0,0.0,0.0,0.0,
1072,  WN,07/20/2015,626.0,N929WN,HOU,05:35,05:34,45.0,39.0,-1.0,05:42,8.0,0.0,0.0,0.0,0.0,0.0,
1073,  WN,07/20/2015,657.0,N225WN,DAL,17:25,17:24,55.0,50.0,-1.0,17:31,7.0,0.0,0.0,0.0,0.0,0.0,
1074,  WN,07/20/2015,658.0,N746SW,DEN,10:45,10:43,130.0,115.0,-2.0,10:53,10.0,0.0,0.0,0.0,0.0,0.0,
1075,  WN,07/20/2015,664.0,N799SW,SJC,06:35,06:33,220.0,206.0,-2.0,06:45,12.0,0.0,0.0,0.0,0.0,0.0,
1076,  WN,07/20/2015,686.0,N8659D,MCO,17:25,17:36,155.0,155.0,11.0,17:48,12.0,0.0,0.0,0.0,0.0,0.0,
1077,  WN,07/20/2015,709.0,N601WN,FLL,11:10,11:11,165.0,157.0,1.0,11:17,6.0,0.0,0.0,0.0,0.0,0.0,
1078,  WN,07/20/2015,771.0,N493WN,HOU,18:40,19:48,50.0,42.0,68.0,19:54,6.0,9.0,0.0,0.0,0.0,51.0,
1079,  WN,07/20/2015,801.0,N522SW,DAL,15:35,16:09,60.0,49.0,34.0,16:17,8.0,2.0,0.0,0.0,0.0,21.0,
1080,  WN,07/20/2015,829.0,N614SW,BWI,17:10,18:09,205.0,192.0,59.0,18:20,11.0,12.0,0.0,0.0,0.0,34.0,
1081,  WN,07/20/2015,836.0,N8311Q,BNA,13:30,13:33,120.0,121.0,3.0,13:41,8.0,0.0,0.0,0.0,0.0,0.0,
1082,  WN,07/20/2015,857.0,N603SW,DAL,10:30,10:28,55.0,53.0,-2.0,10:37,9.0,0.0,0.0,0.0,0.0,0.0,
1083,  WN,07/20/2015,862.0,N8614M,SJC,18:35,18:39,215.0,204.0,4.0,18:46,7.0,0.0,0.0,0.0,0.0,0.0,
1084,  WN,07/20/2015,891.0,N691WN,LBB,16:20,16:17,70.0,62.0,-3.0,16:26,9.0,0.0,0.0,0.0,0.0,0.0,
1085,  WN,07/20/2015,893.0,N259WN,LAS,05:35,05:35,165.0,158.0,0.0,05:48,13.0,0.0,0.0,0.0,0.0,0.0,
1086,  WN,07/20/2015,1017.0,N511SW,DAL,06:30,06:30,60.0,53.0,0.0,06:42,12.0,0.0,0.0,0.0,0.0,0.0,
1087,  WN,07/20/2015,1030.0,N8624J,PHX,12:25,12:19,140.0,141.0,-6.0,12:29,10.0,0.0,0.0,0.0,0.0,0.0,
1088,  WN,07/20/2015,1249.0,N391SW,LAX,05:30,05:28,185.0,195.0,-2.0,05:49,21.0,0.0,0.0,0.0,0.0,0.0,
1089,  WN,07/20/2015,1255.0,N603SW,BNA,05:10,05:07,120.0,121.0,-3.0,05:18,11.0,0.0,0.0,0.0,0.0,0.0,
1090,  WN,07/20/2015,1403.0,N8656B,LAS,11:25,11:24,165.0,153.0,-1.0,11:35,11.0,0.0,0.0,0.0,0.0,0.0,
1091,  WN,07/20/2015,1694.0,N7713A,PHX,07:00,07:00,140.0,128.0,0.0,07:09,9.0,0.0,0.0,0.0,0.0,0.0,
1092,  WN,07/20/2015,1901.0,N366SW,MCO,10:25,10:34,155.0,164.0,9.0,10:42,8.0,9.0,0.0,9.0,0.0,0.0,
1093,  WN,07/20/2015,2263.0,N422WN,DAL,18:40,18:45,55.0,50.0,5.0,18:52,7.0,0.0,0.0,0.0,0.0,0.0,
1094,  WN,07/20/2015,2284.0,N953WN,FLL,16:45,16:41,165.0,161.0,-4.0,16:53,12.0,0.0,0.0,0.0,0.0,0.0,
1095,  WN,07/20/2015,2495.0,N924WN,SNA,07:35,07:30,180.0,169.0,-5.0,07:40,10.0,0.0,0.0,0.0,0.0,0.0,
1096,  WN,07/20/2015,2876.0,N272WN,STL,13:25,13:25,120.0,116.0,0.0,13:35,10.0,0.0,0.0,0.0,0.0,0.0,
1097,  WN,07/20/2015,2950.0,N785SW,DAL,14:05,14:04,55.0,49.0,-1.0,14:12,8.0,0.0,0.0,0.0,0.0,0.0,
1098,  WN,07/20/2015,3047.0,N500WR,LAS,20:20,20:18,165.0,156.0,-2.0,20:26,8.0,0.0,0.0,0.0,0.0,0.0,
1099,  WN,07/20/2015,3054.0,N272WN,PDX,18:45,18:46,245.0,229.0,1.0,18:56,10.0,0.0,0.0,0.0,0.0,0.0,
1100,  WN,07/20/2015,3304.0,N553WN,ATL,18:10,18:10,135.0,133.0,0.0,18:22,12.0,0.0,0.0,0.0,0.0,0.0,
1101,  WN,07/20/2015,3307.0,N624SW,HRL,09:15,09:13,60.0,55.0,-2.0,09:21,8.0,0.0,0.0,0.0,0.0,0.0,
1102,  WN,07/20/2015,3933.0,N550WN,ELP,10:40,10:39,90.0,91.0,-1.0,10:57,18.0,0.0,0.0,0.0,0.0,0.0,
1103,  WN,07/20/2015,3937.0,N751SW,DAL,08:10,08:20,60.0,50.0,10.0,08:28,8.0,0.0,0.0,0.0,0.0,0.0,
1104,  WN,07/20/2015,4195.0,N525SW,ELP,14:25,14:48,90.0,91.0,23.0,14:57,9.0,23.0,0.0,1.0,0.0,0.0,
1105,  WN,07/20/2015,4551.0,N644SW,DEN,08:30,08:30,125.0,123.0,0.0,08:46,16.0,0.0,0.0,0.0,0.0,0.0,
1106,  WN,07/20/2015,4621.0,N616SW,SAN,11:35,11:33,175.0,183.0,-2.0,11:43,10.0,0.0,0.0,0.0,0.0,0.0,
1107,  WN,07/20/2015,4630.0,N601WN,DEN,05:50,05:49,130.0,118.0,-1.0,05:59,10.0,0.0,0.0,0.0,0.0,0.0,
1108,  WN,07/20/2015,4819.0,N7712G,PHX,17:25,17:25,150.0,135.0,0.0,17:35,10.0,0.0,0.0,0.0,0.0,0.0,
1109,  WN,07/20/2015,4913.0,N639SW,TPA,11:35,11:48,140.0,145.0,13.0,11:56,8.0,9.0,0.0,5.0,0.0,4.0,
1110,  WN,07/20/2015,4924.0,N562WN,LAX,16:00,16:04,185.0,182.0,4.0,16:14,10.0,0.0,0.0,0.0,0.0,0.0,
1111,  WN,07/20/2015,4927.0,N8634A,DCA,12:40,12:44,195.0,180.0,4.0,12:53,9.0,0.0,0.0,0.0,0.0,0.0,
1112,  WN,07/20/2015,5888.0,N511SW,DAL,20:00,20:05,55.0,48.0,5.0,20:12,7.0,0.0,0.0,0.0,0.0,0.0,
1113,  WN,07/21/2015,103.0,N8649A,MDW,06:30,06:30,165.0,142.0,0.0,06:44,14.0,0.0,0.0,0.0,0.0,0.0,
1114,  WN,07/21/2015,144.0,N8611F,SAN,20:55,20:49,170.0,161.0,-6.0,20:58,9.0,0.0,0.0,0.0,0.0,0.0,
1115,  WN,07/21/2015,178.0,N7711N,ELP,20:30,20:38,90.0,85.0,8.0,20:46,8.0,0.0,0.0,0.0,0.0,0.0,
1116,  WN,07/21/2015,232.0,7819A ,ATL,05:45,05:45,135.0,131.0,0.0,05:56,11.0,0.0,0.0,0.0,0.0,0.0,
1117,  WN,07/21/2015,238.0,N389SW,DAL,12:30,12:30,55.0,51.0,0.0,12:40,10.0,0.0,0.0,0.0,0.0,0.0,
1118,  WN,07/21/2015,285.0,N515SW,DAL,09:25,09:22,55.0,54.0,-3.0,09:33,11.0,0.0,0.0,0.0,0.0,0.0,
1119,  WN,07/21/2015,311.0,N493WN,MDW,15:05,15:35,150.0,136.0,30.0,15:42,7.0,4.0,0.0,0.0,0.0,12.0,
1120,  WN,07/21/2015,329.0,N515SW,HOU,16:00,15:59,50.0,61.0,-1.0,16:18,19.0,0.0,0.0,0.0,0.0,0.0,
1121,  WN,07/21/2015,341.0,N600WN,OAK,18:00,18:19,225.0,219.0,19.0,18:30,11.0,0.0,0.0,0.0,0.0,0.0,
1122,  WN,07/21/2015,356.0,N616SW,PHX,20:10,20:10,140.0,132.0,0.0,20:20,10.0,0.0,0.0,0.0,0.0,0.0,
1123,  WN,07/21/2015,359.0,N729SW,EWR,06:45,06:44,225.0,205.0,-1.0,06:53,9.0,0.0,0.0,0.0,0.0,0.0,
1124,  WN,07/21/2015,419.0,N216WR,MDW,18:15,19:20,155.0,135.0,65.0,19:29,9.0,15.0,0.0,0.0,0.0,30.0,
1125,  WN,07/21/2015,454.0,N524SW,HOU,11:30,11:28,50.0,49.0,-2.0,11:38,10.0,0.0,0.0,0.0,0.0,0.0,
1126,  WN,07/21/2015,554.0,N448WN,DEN,20:25,20:49,135.0,124.0,24.0,21:02,13.0,0.0,0.0,0.0,0.0,0.0,
1127,  WN,07/21/2015,556.0,N8652B,BWI,06:00,06:04,200.0,182.0,4.0,06:13,9.0,0.0,0.0,0.0,0.0,0.0,
1128,  WN,07/21/2015,604.0,N8662F,DEN,14:50,14:50,130.0,131.0,0.0,14:59,9.0,0.0,0.0,0.0,0.0,0.0,
1129,  WN,07/21/2015,622.0,N708SW,MSY,07:20,07:19,85.0,77.0,-1.0,07:27,8.0,0.0,0.0,0.0,0.0,0.0,
1130,  WN,07/21/2015,626.0,N948WN,HOU,05:35,05:32,45.0,45.0,-3.0,05:42,10.0,0.0,0.0,0.0,0.0,0.0,
1131,  WN,07/21/2015,657.0,N959WN,DAL,17:25,17:31,55.0,52.0,6.0,17:40,9.0,0.0,0.0,0.0,0.0,0.0,
1132,  WN,07/21/2015,658.0,N791SW,DEN,10:45,10:45,130.0,131.0,0.0,10:56,11.0,0.0,0.0,0.0,0.0,0.0,
1133,  WN,07/21/2015,664.0,N456WN,SJC,06:35,06:38,220.0,207.0,3.0,06:51,13.0,0.0,0.0,0.0,0.0,0.0,
1134,  WN,07/21/2015,686.0,N8650F,MCO,17:25,17:23,155.0,156.0,-2.0,17:35,12.0,0.0,0.0,0.0,0.0,0.0,
1135,  WN,07/21/2015,709.0,N390SW,FLL,11:10,11:37,165.0,160.0,27.0,11:49,12.0,9.0,0.0,0.0,0.0,13.0,
1136,  WN,07/21/2015,771.0,N273WN,HOU,18:40,18:41,50.0,44.0,1.0,18:48,7.0,0.0,0.0,0.0,0.0,0.0,
1137,  WN,07/21/2015,801.0,N654SW,DAL,15:35,16:07,60.0,54.0,32.0,16:15,8.0,7.0,0.0,0.0,0.0,19.0,
1138,  WN,07/21/2015,829.0,N602SW,BWI,17:10,17:18,205.0,198.0,8.0,17:29,11.0,0.0,0.0,0.0,0.0,0.0,
1139,  WN,07/21/2015,836.0,N8670A,BNA,13:30,13:29,120.0,115.0,-1.0,13:40,11.0,0.0,0.0,0.0,0.0,0.0,
1140,  WN,07/21/2015,857.0,N621SW,DAL,10:30,10:32,55.0,53.0,2.0,10:42,10.0,0.0,0.0,0.0,0.0,0.0,
1141,  WN,07/21/2015,862.0,N8664J,SJC,18:35,19:13,215.0,201.0,38.0,19:21,8.0,10.0,0.0,0.0,0.0,14.0,
1142,  WN,07/21/2015,891.0,N340LV,LBB,16:20,16:33,70.0,66.0,13.0,16:41,8.0,0.0,0.0,0.0,0.0,0.0,
1143,  WN,07/21/2015,893.0,N217JC,LAS,05:35,05:33,165.0,158.0,-2.0,05:44,11.0,0.0,0.0,0.0,0.0,0.0,
1144,  WN,07/21/2015,1017.0,N514SW,DAL,06:30,06:31,60.0,51.0,1.0,06:39,8.0,0.0,0.0,0.0,0.0,0.0,
1145,  WN,07/21/2015,1030.0,N8628A,PHX,12:25,12:24,140.0,127.0,-1.0,12:32,8.0,0.0,0.0,0.0,0.0,0.0,
1146,  WN,07/21/2015,1249.0,N7723E,LAX,05:30,05:28,185.0,179.0,-2.0,05:38,10.0,0.0,0.0,0.0,0.0,0.0,
1147,  WN,07/21/2015,1255.0,N621SW,BNA,05:10,05:09,120.0,115.0,-1.0,05:18,9.0,0.0,0.0,0.0,0.0,0.0,
1148,  WN,07/21/2015,1403.0,N8664J,LAS,11:25,11:38,165.0,161.0,13.0,11:50,12.0,0.0,0.0,0.0,0.0,0.0,
1149,  WN,07/21/2015,1694.0,N435WN,PHX,07:00,11:04,140.0,129.0,244.0,11:13,9.0,233.0,0.0,0.0,0.0,0.0,
1150,  WN,07/21/2015,1901.0,N687SW,MCO,10:25,10:24,155.0,163.0,-1.0,10:34,10.0,0.0,0.0,0.0,0.0,0.0,
1151,  WN,07/21/2015,2263.0,N7715E,DAL,18:40,18:45,55.0,51.0,5.0,18:52,7.0,0.0,0.0,0.0,0.0,0.0,
1152,  WN,07/21/2015,2284.0,N926WN,FLL,16:45,16:52,165.0,165.0,7.0,17:00,8.0,0.0,0.0,0.0,0.0,0.0,
1153,  WN,07/21/2015,2495.0,N924WN,SNA,07:35,07:33,180.0,167.0,-2.0,07:42,9.0,0.0,0.0,0.0,0.0,0.0,
1154,  WN,07/21/2015,2876.0,N937WN,STL,13:25,13:25,120.0,115.0,0.0,13:35,10.0,0.0,0.0,0.0,0.0,0.0,
1155,  WN,07/21/2015,2950.0,N957WN,DAL,14:05,14:01,55.0,49.0,-4.0,14:08,7.0,0.0,0.0,0.0,0.0,0.0,
1156,  WN,07/21/2015,3047.0,N8618N,LAS,20:20,20:21,165.0,156.0,1.0,20:28,7.0,0.0,0.0,0.0,0.0,0.0,
1157,  WN,07/21/2015,3054.0,N937WN,PDX,18:45,18:46,245.0,232.0,1.0,18:54,8.0,0.0,0.0,0.0,0.0,0.0,
1158,  WN,07/21/2015,3304.0,N953WN,ATL,18:10,18:18,135.0,142.0,8.0,18:28,10.0,0.0,0.0,7.0,0.0,8.0,
1159,  WN,07/21/2015,3307.0,N394SW,HRL,09:15,09:14,60.0,58.0,-1.0,09:25,11.0,0.0,0.0,0.0,0.0,0.0,
1160,  WN,07/21/2015,3933.0,N485WN,ELP,10:40,10:37,90.0,83.0,-3.0,10:46,9.0,0.0,0.0,0.0,0.0,0.0,
1161,  WN,07/21/2015,3937.0,N360SW,DAL,08:10,08:07,60.0,54.0,-3.0,08:17,10.0,0.0,0.0,0.0,0.0,0.0,
1162,  WN,07/21/2015,4195.0,N521SW,ELP,14:25,14:23,90.0,86.0,-2.0,14:33,10.0,0.0,0.0,0.0,0.0,0.0,
1163,  WN,07/21/2015,4551.0,N201LV,DEN,08:30,08:27,125.0,125.0,-3.0,08:41,14.0,0.0,0.0,0.0,0.0,0.0,
1164,  WN,07/21/2015,4621.0,N617SW,SAN,11:35,11:34,175.0,169.0,-1.0,11:45,11.0,0.0,0.0,0.0,0.0,0.0,
1165,  WN,07/21/2015,4630.0,N390SW,DEN,05:50,05:49,130.0,122.0,-1.0,05:56,7.0,0.0,0.0,0.0,0.0,0.0,
1166,  WN,07/21/2015,4819.0,N7813P,PHX,17:25,17:39,150.0,132.0,14.0,17:47,8.0,0.0,0.0,0.0,0.0,0.0,
1167,  WN,07/21/2015,4913.0,N745SW,TPA,11:35,11:45,140.0,140.0,10.0,11:57,12.0,0.0,0.0,0.0,0.0,0.0,
1168,  WN,07/21/2015,4924.0,N356SW,LAX,16:00,17:36,185.0,183.0,96.0,17:46,10.0,23.0,0.0,0.0,0.0,71.0,
1169,  WN,07/21/2015,4927.0,N8611F,DCA,12:40,12:37,195.0,182.0,-3.0,12:47,10.0,0.0,0.0,0.0,0.0,0.0,
1170,  WN,07/21/2015,5888.0,N691WN,DAL,20:00,19:59,55.0,52.0,-1.0,20:05,6.0,0.0,0.0,0.0,0.0,0.0,
1171,  WN,07/22/2015,103.0,N8316H,MDW,06:30,06:28,165.0,145.0,-2.0,06:39,11.0,0.0,0.0,0.0,0.0,0.0,
1172,  WN,07/22/2015,144.0,N8320J,SAN,20:55,20:43,170.0,161.0,-12.0,20:53,10.0,0.0,0.0,0.0,0.0,0.0,
1173,  WN,07/22/2015,178.0,N364SW,ELP,20:30,20:33,90.0,96.0,3.0,20:42,9.0,0.0,0.0,0.0,0.0,0.0,
1174,  WN,07/22/2015,232.0,N635SW,ATL,05:45,05:44,135.0,133.0,-1.0,05:52,8.0,0.0,0.0,0.0,0.0,0.0,
1175,  WN,07/22/2015,238.0,N789SW,DAL,12:30,12:30,55.0,49.0,0.0,12:38,8.0,0.0,0.0,0.0,0.0,0.0,
1176,  WN,07/22/2015,285.0,N691WN,DAL,09:25,09:43,55.0,52.0,18.0,09:52,9.0,0.0,0.0,0.0,0.0,15.0,
1177,  WN,07/22/2015,311.0,N389SW,MDW,15:05,15:38,150.0,146.0,33.0,15:50,12.0,7.0,0.0,0.0,0.0,22.0,
1178,  WN,07/22/2015,329.0,N691WN,HOU,16:00,16:03,50.0,43.0,3.0,16:10,7.0,0.0,0.0,0.0,0.0,0.0,
1179,  WN,07/22/2015,341.0,N968WN,OAK,18:00,18:45,225.0,213.0,45.0,18:53,8.0,33.0,0.0,0.0,0.0,0.0,
1180,  WN,07/22/2015,356.0,N653SW,PHX,20:10,20:45,140.0,128.0,35.0,20:55,10.0,2.0,0.0,0.0,0.0,21.0,
1181,  WN,07/22/2015,359.0,N282WN,EWR,06:45,06:42,225.0,197.0,-3.0,06:50,8.0,0.0,0.0,0.0,0.0,0.0,
1182,  WN,07/22/2015,419.0,N720WN,MDW,18:15,18:38,155.0,191.0,23.0,18:47,9.0,5.0,0.0,36.0,0.0,18.0,
1183,  WN,07/22/2015,454.0,N514SW,HOU,11:30,11:28,50.0,45.0,-2.0,11:37,9.0,0.0,0.0,0.0,0.0,0.0,
1184,  WN,07/22/2015,554.0,N404WN,DEN,20:25,20:24,135.0,122.0,-1.0,20:33,9.0,0.0,0.0,0.0,0.0,0.0,
1185,  WN,07/22/2015,556.0,N8643A,BWI,06:00,05:59,200.0,182.0,-1.0,06:12,13.0,0.0,0.0,0.0,0.0,0.0,
1186,  WN,07/22/2015,604.0,N8668A,DEN,14:50,14:49,130.0,118.0,-1.0,15:00,11.0,0.0,0.0,0.0,0.0,0.0,
1187,  WN,07/22/2015,622.0,N200WN,MSY,07:20,07:18,85.0,73.0,-2.0,07:24,6.0,0.0,0.0,0.0,0.0,0.0,
1188,  WN,07/22/2015,626.0,N709SW,HOU,05:35,05:34,45.0,43.0,-1.0,05:42,8.0,0.0,0.0,0.0,0.0,0.0,
