,Job #,Doc #,Borough,Initial Cost,Total Est. Fee,Existing Zoning Sqft,Proposed Zoning Sqft,Enlargement SQ Footage,Street Frontage,ExistingNo. of Stories,Proposed No. of Stories,Existing Height,Proposed Height
9036,340065921,1,BROOKLYN,$25000.00,$631.00,0,0,0,0,4,4,36,36
9037,140083031,1,MANHATTAN,$40000.00,$625.50,0,0,0,0,12,12,150,150
9038,121621272,1,MANHATTAN,$0.00,$160.00,0,0,0,0,29,29,441,441
9039,121629728,1,MANHATTAN,$15000.00,$498.00,0,0,0,0,10,10,112,112
9040,520133702,1,STATEN ISLAND,$34700.00,$284.50,0,0,0,0,2,2,27,27
9041,420850662,1,QUEENS,$200000.00,$2433.50,0,0,0,0,1,1,15,15
9042,520142417,1,STATEN ISLAND,$0.00,$640.00,0,0,0,80,0,0,0,0
9043,121631840,1,MANHATTAN,$8100.00,$306.20,0,0,0,0,49,49,705,705
9044,121618552,2,MANHATTAN,$20000.00,$419.50,0,0,0,0,0,0,0,0
9045,420850779,1,QUEENS,$197500.00,$2412.90,0,0,0,0,7,7,92,92
9046,320763688,1,BROOKLYN,$15000.00,$181.50,0,0,0,0,2,2,24,24
9047,121633884,1,MANHATTAN,$35000.00,$574.00,0,0,0,0,6,6,65,65
9048,120846692,1,MANHATTAN,$58800.00,$821.20,0,0,0,0,6,6,74,74
9049,121634008,1,MANHATTAN,$0.00,$160.00,0,0,0,0,12,12,156,156
9050,140082871,1,MANHATTAN,$0.00,$180.00,0,0,0,0,5,5,50,50
9051,121633839,1,MANHATTAN,$0.00,$190.00,0,0,0,0,4,4,50,50
9052,320716659,2,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
9053,420851616,1,QUEENS,$3000.00,$225.00,0,0,0,0,1,1,20,20
9054,320590231,1,BROOKLYN,$1000.00,$225.00,0,0,0,0,1,1,30,30
9055,420851741,1,QUEENS,$0.00,$400.00,0,0,0,50,0,0,0,0
9056,320590044,1,BROOKLYN,$0.00,$202.00,0,0,0,0,0,0,0,0
9057,320763562,1,BROOKLYN,$82500.00,$1341.54,4763,5500,839,0,4,5,45,55
9058,420850902,1,QUEENS,$9900.00,$195.75,1954,1954,0,0,2,2,20,20
9059,320763624,1,BROOKLYN,$10000.00,$286.50,0,0,0,0,4,4,40,40
9060,340065930,1,BROOKLYN,$30000.00,$522.50,0,0,0,0,37,37,399,399
9061,121634240,1,MANHATTAN,$98350.00,$1233.20,0,0,0,0,18,18,198,198
9062,520142480,1,STATEN ISLAND,$3000.00,$195.00,0,0,0,0,4,4,45,45
9063,220239276,1,BRONX,$3000.00,$225.00,0,0,0,0,2,2,25,25
9064,440085881,1,QUEENS,$20000.00,$419.50,0,0,0,0,1,1,18,18
9065,140083086,1,MANHATTAN,$64000.00,$872.70,0,0,0,0,20,20,175,175
9066,121634632,1,MANHATTAN,$50000.00,$728.50,0,0,0,0,6,6,60,60
9067,320763697,1,BROOKLYN,$41200.00,$646.10,0,0,0,0,3,3,35,35
9068,320763713,1,BROOKLYN,$0.00,$180.00,0,0,0,0,6,6,65,65
9069,520142408,1,STATEN ISLAND,$50000.00,$728.50,0,0,0,0,1,1,23,23
9070,140082826,1,MANHATTAN,$0.00,$160.00,0,0,0,0,5,5,98,98
9071,420850145,1,QUEENS,$90195.00,$1150.80,0,0,0,0,1,1,30,30
9072,140082862,1,MANHATTAN,$0.00,$250.00,0,0,0,0,17,17,170,170
9073,420851563,1,QUEENS,$50000.00,$361.75,0,0,0,0,1,1,22,22
9074,320767112,1,BROOKLYN,$105990.00,$650.15,0,0,0,0,3,3,30,30
9075,420851714,1,QUEENS,$45500.00,$847.30,0,0,0,0,1,1,13,13
9076,320763722,1,BROOKLYN,$0.00,$300.00,0,0,0,0,7,7,75,75
9077,420851830,1,QUEENS,$94620.00,$593.50,0,0,0,0,2,2,25,25
9078,121633802,1,MANHATTAN,$5000.00,$265.00,0,0,0,0,5,5,90,90
9079,420850895,1,QUEENS,$291200.00,$3276.10,12481,12481,0,0,2,2,24,24
9080,121632974,1,MANHATTAN,$1080000.00,$11337.50,0,0,0,0,12,12,182,182
9081,320763401,1,BROOKLYN,$15435.00,$186.65,0,0,0,0,2,2,22,22
9082,121633232,1,MANHATTAN,$43000.00,$656.40,0,0,0,0,41,41,410,410
9083,121631653,1,MANHATTAN,$928190.00,$9782.20,0,0,0,0,32,32,409,409
9084,121631243,1,MANHATTAN,$0.00,$160.00,0,0,0,0,5,5,56,56
9085,121634017,1,MANHATTAN,$0.00,$160.00,0,0,0,0,12,12,156,156
9086,220291707,1,BRONX,$1000.00,$225.00,0,0,0,0,2,2,26,26
9087,420851750,1,QUEENS,$21000.00,$429.80,0,0,0,0,2,2,22,22
9088,121633848,1,MANHATTAN,$0.00,$190.00,0,0,0,0,3,3,40,40
9089,121634044,2,MANHATTAN,$26000.00,$481.30,0,0,0,0,0,0,0,0
9090,121634115,1,MANHATTAN,$3000.00,$225.00,0,0,0,0,17,17,170,170
9091,121609367,2,MANHATTAN,$20000.00,$419.50,0,0,0,0,0,0,0,0
9092,121632821,1,MANHATTAN,$50000.00,$728.50,0,0,0,0,13,13,150,150
9093,320764026,1,BROOKLYN,$48000.00,$762.90,2708,2708,0,0,3,3,45,45
9094,121631270,1,MANHATTAN,$0.00,$160.00,0,0,0,0,5,5,56,56
9095,420851484,1,QUEENS,$8000.00,$145.45,0,0,0,0,2,2,24,24
9096,120846415,1,MANHATTAN,$290000.00,$3200.50,0,0,0,0,23,23,303,303
9097,420851162,1,QUEENS,$10000.00,$155.75,0,0,0,0,2,2,25,25
9098,121610220,1,MANHATTAN,$10000.00,$316.50,0,0,0,0,4,4,58,58
9099,320763571,1,BROOKLYN,$107500.00,$1325.90,0,0,0,0,4,4,44,44
9100,520142006,1,STATEN ISLAND,$0.00,$455.20,0,2010,0,0,0,3,0,33
9101,220210661,1,BRONX,$1000.00,$225.00,0,0,0,0,8,8,77,77
9102,340065832,1,BROOKLYN,$60000.00,$831.50,0,0,0,0,2,2,28,28
9103,140082755,1,MANHATTAN,$0.00,$160.00,0,0,0,0,4,4,60,60
9104,420851607,1,QUEENS,$10000.00,$195.75,2120,2120,0,0,2,2,20,20
9105,420851108,1,QUEENS,$34000.00,$319.35,2220,2220,0,0,3,3,27,27
9106,121634473,1,MANHATTAN,$0.00,$170.00,0,0,0,0,4,4,45,45
9107,420851910,1,QUEENS,$200000.00,$1474.65,795,1965,1170,0,1,2,14,29
9108,121631804,1,MANHATTAN,$15500.00,$378.30,0,0,0,0,24,24,410,410
9109,420850350,1,QUEENS,$32000.00,$269.05,0,0,0,0,4,4,43,43
9110,121626320,1,MANHATTAN,$20698.00,$429.80,0,0,0,0,50,50,640,640
9111,320726817,1,BROOKLYN,$75950.00,$996.30,0,0,0,0,1,1,15,15
9112,121634160,1,MANHATTAN,$175000.00,$2016.00,0,0,0,0,7,7,99,99
9113,420851938,1,QUEENS,$62400.00,$495.90,941,1500,560,0,2,2,21,21
9114,520142426,1,STATEN ISLAND,$94000.00,$1181.70,0,0,0,0,1,1,16,16
9115,420851929,1,QUEENS,$35000.00,$324.50,1085,1085,0,0,2,2,25,25
9116,140083040,1,MANHATTAN,$6000.00,$275.30,0,0,0,0,8,8,80,80
9117,121634179,1,MANHATTAN,$10500.00,$326.80,0,0,0,0,5,5,55,55
9118,121634277,1,MANHATTAN,$30000.00,$522.50,0,0,0,0,4,4,43,43
9119,320763535,1,BROOKLYN,$175000.00,$2016.00,0,0,0,0,1,1,17,17
9120,420851509,1,QUEENS,$20000.00,$419.50,0,0,0,0,4,4,40,40
9121,220291743,1,BRONX,$0.00,$809.60,0,5280,0,0,0,3,0,32
9122,420851625,1,QUEENS,$3000.00,$225.00,0,0,0,0,1,1,20,20
9123,320590035,1,BROOKLYN,$2000.00,$225.00,0,0,0,0,9,9,78,78
9124,121633713,1,MANHATTAN,$70375.00,$944.80,0,0,0,0,27,27,300,300
9125,140083059,1,MANHATTAN,$0.00,$170.00,0,0,0,0,5,5,55,55
9126,520142364,1,STATEN ISLAND,$14500.00,$368.00,0,0,0,0,1,1,12,12
9127,140082933,1,MANHATTAN,$23000.00,$450.40,0,0,0,0,17,17,170,170
9128,220291752,1,BRONX,$300000.00,$3463.50,0,0,0,0,2,2,22,22
9129,420850779,2,QUEENS,$20000.00,$419.50,0,0,0,0,0,0,0,0
9130,320764963,1,BROOKLYN,$150000.00,$1758.50,0,0,0,0,15,15,150,150
9131,121631314,1,MANHATTAN,$0.00,$160.00,0,0,0,0,19,19,279,279
9132,121630271,1,MANHATTAN,$8800.00,$306.20,0,0,0,0,50,50,640,640
9133,500873913,1,STATEN ISLAND,$10000.00,$286.50,0,0,0,0,4,4,62,62
9134,320763633,1,BROOKLYN,$1000.00,$130.00,0,0,0,0,2,2,27,27
9135,340065850,1,BROOKLYN,$64500.00,$883.00,0,0,0,0,6,6,63,63
9136,320763660,1,BROOKLYN,$1200000.00,$12573.50,0,0,0,0,9,9,98,98
9137,420850788,1,QUEENS,$343264.00,$3756.70,0,0,0,0,14,14,140,140
9138,320763777,1,BROOKLYN,$3000.00,$225.00,0,0,0,0,10,10,100,100
9139,320763768,1,BROOKLYN,$32400.00,$553.40,0,0,0,0,2,2,25,25
9140,121633036,1,MANHATTAN,$25000.00,$471.00,0,0,0,0,4,4,43,43
9141,320755642,1,BROOKLYN,$124100.00,$748.00,0,0,0,0,3,3,32,32
9142,410207002,2,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
9143,520142435,1,STATEN ISLAND,$594600.00,$6342.00,0,0,0,0,2,2,27,27
9144,121631225,1,MANHATTAN,$48000.00,$707.90,0,0,0,0,23,23,200,200
9145,121634464,1,MANHATTAN,$0.00,$170.00,0,0,0,0,4,4,45,45
9146,140082764,1,MANHATTAN,$0.00,$170.00,0,0,0,0,5,5,50,50
9147,140082782,1,MANHATTAN,$0.00,$250.00,0,0,0,0,20,20,210,210
9148,121633704,1,MANHATTAN,$20000.00,$419.50,0,0,0,0,5,5,55,55
9149,420851643,1,QUEENS,$0.00,$160.00,0,0,0,0,14,14,140,140
9150,320763072,1,BROOKLYN,$53750.00,$769.70,0,0,0,0,4,4,38,38
9151,120846399,1,MANHATTAN,$16500.00,$388.60,0,0,0,0,50,50,600,600
9152,140082719,1,MANHATTAN,$0.00,$160.00,0,0,0,0,3,3,30,30
9153,140083004,1,MANHATTAN,$0.00,$180.00,0,0,0,0,7,7,74,74
9154,121634268,1,MANHATTAN,$32000.00,$543.10,0,0,0,0,5,5,74,74
9155,340065958,1,BROOKLYN,$25000.00,$471.00,0,0,0,0,10,10,110,110
9156,220291985,1,BRONX,$0.00,$180.00,0,0,0,0,5,5,55,55
9157,121634151,1,MANHATTAN,$2800000.00,$30391.18,21407,25725,4318,0,5,5,63,72
9158,121632956,1,MANHATTAN,$4400.00,$265.00,0,0,0,0,50,50,600,600
9159,420850163,1,QUEENS,$17250.00,$381.55,1446,1446,205,0,2,2,28,28
9160,240026850,1,BRONX,$0.00,$160.00,0,0,0,0,1,1,15,15
9161,121633795,1,MANHATTAN,$5000.00,$265.00,0,0,0,0,1,1,16,16
9162,120846380,1,MANHATTAN,$280000.00,$3097.50,0,0,0,0,16,16,170,170
9163,320760217,1,BROOKLYN,$1000.00,$225.00,0,0,0,0,7,7,70,70
9164,420851885,1,QUEENS,$8073.00,$276.20,0,0,0,0,2,2,25,25
9165,121631813,1,MANHATTAN,$10000.00,$316.50,0,0,0,0,23,23,200,200
9166,340066038,1,BROOKLYN,$0.00,$260.00,0,0,0,0,4,4,45,45
9167,140083228,1,MANHATTAN,$0.00,$170.00,0,0,0,0,5,5,55,55
9168,420603421,2,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
9169,121629988,1,MANHATTAN,$62500.00,$862.40,0,0,0,0,9,9,155,155
9170,420850742,1,QUEENS,$35000.00,$574.00,0,0,0,0,9,9,141,141
9171,121617615,1,MANHATTAN,$34745.00,$574.00,0,0,0,0,3,3,35,35
9172,420850341,1,QUEENS,$32000.00,$269.05,0,0,0,0,4,4,43,43
9173,340065967,1,BROOKLYN,$0.00,$200.00,0,0,0,0,3,3,35,35
9174,121634623,4,MANHATTAN,$69000.00,$924.20,0,0,0,0,0,0,0,0
9175,140082853,1,MANHATTAN,$130000.00,$1552.50,0,0,0,0,4,4,44,44
9176,320763358,1,BROOKLYN,$0.00,$514.36,0,6163,0,0,0,2,0,35
9177,121634106,1,MANHATTAN,$3000.00,$225.00,0,0,0,0,30,30,278,278
9178,140082915,1,MANHATTAN,$0.00,$300.00,0,0,0,0,20,20,178,178
9179,121634035,1,MANHATTAN,$180000.00,$2067.50,0,0,0,0,7,7,70,70
9180,320763811,1,BROOKLYN,$3000.00,$225.00,0,0,0,0,1,1,10,10
9181,520142426,2,STATEN ISLAND,$54000.00,$769.70,0,0,0,0,0,0,0,0
9182,121633811,1,MANHATTAN,$200000.00,$2273.50,0,0,0,0,12,12,110,110
9183,420850207,1,QUEENS,$9000.00,$306.20,0,0,0,0,1,1,15,15
9184,121633991,1,MANHATTAN,$0.00,$160.00,0,0,0,0,12,12,156,156
9185,121633928,1,MANHATTAN,$1000.00,$225.00,0,0,0,0,7,7,85,85
9186,121634053,1,MANHATTAN,$300000.00,$3303.50,0,0,0,0,7,7,80,80
9187,121634874,1,MANHATTAN,$2000.00,$225.00,0,0,0,0,12,12,150,150
9188,121623500,2,MANHATTAN,$1410000.00,$14736.50,0,0,0,0,0,0,0,0
9189,121627310,1,MANHATTAN,$23500.00,$430.70,0,0,0,0,9,9,148,148
9190,320863197,1,BROOKLYN,$16500.00,$388.60,0,0,0,0,1,1,20,20
9191,420850751,1,QUEENS,$19500.00,$419.50,0,0,0,0,2,2,30,30
9192,220320347,1,BRONX,$20000.00,$389.50,0,0,0,0,1,1,69,69
9193,121631591,2,MANHATTAN,$11000.00,$326.80,0,0,0,0,0,0,0,0
9194,420852241,1,QUEENS,$6000.00,$135.15,0,0,0,0,2,2,32,32
9195,420851787,1,QUEENS,$0.00,$220.00,0,0,0,0,4,4,45,45
9196,121627980,1,MANHATTAN,$4000.00,$245.00,0,0,0,0,47,47,574,574
9197,121634847,1,MANHATTAN,$253381.00,$2829.70,0,0,0,0,17,17,155,155
9198,320765098,1,BROOKLYN,$0.00,$160.00,0,0,0,0,0,0,0,0
9199,121634892,1,MANHATTAN,$5000.00,$265.00,0,0,0,0,12,12,175,175
9200,121634954,1,MANHATTAN,$2500.00,$225.00,0,0,0,0,12,12,171,171
9201,121635187,1,MANHATTAN,$10000.00,$316.50,0,0,0,0,6,6,60,60
9202,121633731,1,MANHATTAN,$10000.00,$316.50,0,0,0,0,33,33,330,330
9203,120846763,1,MANHATTAN,$18000.00,$398.90,0,0,0,0,4,4,48,48
9204,320863044,1,BROOKLYN,$15300.00,$186.65,0,0,0,0,2,2,25,25
9205,121628970,1,MANHATTAN,$601000.00,$6403.80,0,0,0,0,24,24,363,363
9206,121385394,1,MANHATTAN,$54430.00,$780.00,0,0,0,0,5,5,50,50
9207,121634918,1,MANHATTAN,$16200.00,$388.60,0,0,0,0,13,13,150,150
9208,420850984,1,QUEENS,$0.00,$100.00,0,300,0,0,0,1,0,12
9209,420848998,1,QUEENS,$0.00,$200.00,0,0,0,0,0,0,0,0
9210,420850993,1,QUEENS,$0.00,$100.00,0,300,0,0,0,1,0,12
9211,220270007,1,BRONX,$10000.00,$446.50,0,0,0,0,4,4,45,45
9212,520133739,1,STATEN ISLAND,$55185.00,$392.65,0,0,0,0,2,2,25,25
9213,520133748,1,STATEN ISLAND,$54955.00,$387.50,0,0,0,0,1,1,16,16
9214,121628989,1,MANHATTAN,$5649430.00,$58408.50,0,0,0,0,24,24,363,363
9215,120846530,1,MANHATTAN,$5000.00,$265.00,0,0,0,0,34,34,406,406
9216,121627427,2,MANHATTAN,$18400.00,$409.20,0,0,0,0,0,0,0,0
9217,121633624,1,MANHATTAN,$20000.00,$207.25,0,0,0,0,4,4,39,39
9218,121686693,1,MANHATTAN,$0.00,$200.00,0,0,0,0,0,0,0,0
9219,320765720,1,BROOKLYN,$310000.00,$3406.50,0,0,0,0,4,4,45,45
9220,121525876,1,MANHATTAN,$5000.00,$265.00,0,0,0,0,47,47,574,574
9221,121498628,1,MANHATTAN,$200000.00,$2273.50,0,0,0,0,7,7,85,85
9222,220270025,2,BRONX,$275000.00,$3046.00,0,0,0,0,0,0,0,0
9223,121628989,2,MANHATTAN,$4563768.00,$47222.70,0,0,0,0,0,0,0,0
9224,340066154,1,BROOKLYN,$35000.00,$444.50,0,0,0,0,2,2,30,30
9225,520133766,1,STATEN ISLAND,$28468.00,$253.60,0,0,0,0,2,2,28,28
9226,140083371,1,MANHATTAN,$0.00,$170.00,0,0,0,0,5,5,55,55
9227,121635212,2,MANHATTAN,$46000.00,$687.30,0,0,0,0,0,0,0,0
9228,220291333,1,BRONX,$10000.00,$446.50,0,0,0,0,4,4,45,45
9229,420852027,1,QUEENS,$0.00,$298.00,0,0,0,0,0,0,0,0
9230,320766792,1,BROOKLYN,$30000.00,$258.75,0,0,0,0,3,3,30,30
9231,121635196,1,MANHATTAN,$65000.00,$883.00,0,0,0,0,6,6,60,60
9232,121626749,2,MANHATTAN,$10000.00,$316.50,0,0,0,0,0,0,0,0
9233,120846086,1,MANHATTAN,$38000.00,$604.90,0,0,0,0,50,50,645,645
9234,320863240,1,BROOKLYN,$25000.00,$471.00,0,0,0,0,3,3,30,30
9235,240026958,1,BRONX,$0.00,$180.00,0,0,0,0,7,7,75,75
9236,120846745,1,MANHATTAN,$14000.00,$357.70,0,0,0,0,14,14,130,130
9237,120846781,1,MANHATTAN,$50000.00,$728.50,0,0,0,0,6,6,75,75
9238,121635034,1,MANHATTAN,$170000.00,$1964.50,0,0,0,0,5,5,55,55
9239,121635221,1,MANHATTAN,$73000.00,$965.40,0,0,0,0,7,7,87,87
9240,121627766,1,MANHATTAN,$8000.00,$295.90,0,0,0,0,3,3,36,36
9241,320863017,1,BROOKLYN,$32000.00,$269.05,0,0,0,0,2,2,26,26
9242,121630725,1,MANHATTAN,$10000.00,$316.50,0,0,0,0,39,39,580,580
9243,121593980,1,MANHATTAN,$37000.00,$594.60,0,0,0,0,20,20,252,252
9244,121635203,1,MANHATTAN,$23500.00,$460.70,0,0,0,0,4,4,45,45
9245,320863142,1,BROOKLYN,$30000.00,$492.50,0,0,0,0,5,5,72,72
9246,520133757,1,STATEN ISLAND,$27868.00,$248.45,0,0,0,0,2,2,30,30
9247,420852018,1,QUEENS,$78500.00,$520.46,1282,1360,78,0,2,2,25,25
9248,121635524,1,MANHATTAN,$0.00,$160.00,0,0,0,0,73,73,750,750
9249,121627971,1,MANHATTAN,$0.00,$200.00,0,0,0,0,0,0,0,0
9250,121632714,1,MANHATTAN,$0.00,$200.00,0,0,0,0,0,0,0,0
9251,121631207,1,MANHATTAN,$5500.00,$275.30,0,0,0,0,34,34,406,406
9252,121635356,2,MANHATTAN,$90350.00,$1150.80,0,0,0,0,0,0,0,0
9253,121183600,2,MANHATTAN,$0.00,$0.00,0,0,0,0,0,0,0,0
9254,121630459,1,MANHATTAN,$0.00,$260.00,0,0,0,0,21,21,210,210
9255,320863954,1,BROOKLYN,$486956.00,$5229.60,0,0,0,0,6,6,65,65
9256,420852107,1,QUEENS,$11545.00,$170.25,1935,1970,35,0,2,2,23,23
9257,520142523,1,STATEN ISLAND,$5000.00,$130.00,0,0,0,0,2,2,21,21
9258,120846790,1,MANHATTAN,$20000.00,$419.50,0,0,0,0,6,6,75,75
9259,121635374,1,MANHATTAN,$500000.00,$2679.25,0,0,0,0,4,4,40,40
9260,420852170,1,QUEENS,$0.00,$1200.00,0,0,0,150,0,0,0,0
9261,420852161,1,QUEENS,$21900.00,$443.83,2484,2573,219,0,2,2,25,29
9262,340066216,1,BROOKLYN,$72000.00,$955.10,0,0,0,0,2,2,15,15
9263,340066207,1,BROOKLYN,$35000.00,$444.50,0,0,0,0,2,2,30,30
9264,121635463,1,MANHATTAN,$25000.00,$471.00,0,0,0,0,5,5,50,50
9265,140083424,1,MANHATTAN,$137520.00,$1634.90,0,0,0,0,26,26,236,236
9266,320709168,1,BROOKLYN,$60838.00,$418.40,0,0,0,0,3,3,33,33
9267,440086078,1,QUEENS,$0.00,$330.00,0,0,0,0,8,8,156,156
9268,121625367,1,MANHATTAN,$246000.00,$2747.30,0,0,0,0,5,5,56,56
9269,121622743,1,MANHATTAN,$408000.00,$4415.90,0,0,0,0,6,6,75,75
9270,121631163,1,MANHATTAN,$162000.00,$1882.10,0,0,0,0,45,45,598,598
9271,121635230,2,MANHATTAN,$0.00,$0.00,0,0,0,0,0,0,0,0
9272,520128335,1,STATEN ISLAND,$15000.00,$368.00,0,0,0,0,1,1,14,14
9273,340066234,1,BROOKLYN,$25000.00,$233.00,0,0,0,0,2,2,25,25
9274,340066243,1,BROOKLYN,$64500.00,$883.00,0,0,0,0,6,6,63,63
9275,121635980,1,MANHATTAN,$18000.00,$528.90,0,0,0,0,6,6,60,60
9276,121631172,1,MANHATTAN,$30000.00,$522.50,0,0,0,0,32,32,325,325
9277,121635882,1,MANHATTAN,$20000.00,$207.25,0,0,0,0,4,4,36,36
9278,320863464,1,BROOKLYN,$23000.00,$450.40,0,0,0,0,3,3,32,32
9279,121625688,1,MANHATTAN,$492000.00,$5281.10,0,0,0,0,7,7,102,102
9280,320761234,1,BROOKLYN,$60000.00,$831.50,0,0,0,0,3,3,26,26
9281,121633152,1,MANHATTAN,$126000.00,$1511.30,0,0,0,0,6,6,65,65
9282,240026985,1,BRONX,$0.00,$330.00,0,0,0,0,7,7,75,75
9283,220270105,1,BRONX,$48000.00,$707.90,0,0,0,0,5,5,50,50
9284,140083451,1,MANHATTAN,$250000.00,$2788.50,0,0,0,0,15,15,140,140
9285,320756428,1,BROOKLYN,$0.00,$180.00,0,0,0,0,4,4,40,40
9286,320759372,1,BROOKLYN,$0.00,$260.00,0,0,0,0,6,6,55,55
9287,121635757,1,MANHATTAN,$45000.00,$807.00,0,0,0,0,4,4,40,40
9288,121635793,1,MANHATTAN,$20000.00,$549.50,0,0,0,0,5,5,55,55
9289,121635481,1,MANHATTAN,$62000.00,$852.10,0,0,0,0,23,23,230,230
9290,220270089,1,BRONX,$0.00,$600.00,0,0,0,75,0,0,0,0
9291,121635622,1,MANHATTAN,$4000.00,$245.00,0,0,0,0,6,6,63,63
9292,520142462,1,STATEN ISLAND,$68000.00,$454.45,0,0,0,0,2,2,23,23
9293,420852205,1,QUEENS,$10000.00,$316.50,0,0,0,0,3,3,30,30
9294,121626133,1,MANHATTAN,$351000.00,$3828.80,0,0,0,0,4,4,48,48
9295,121631083,1,MANHATTAN,$50500.00,$738.80,0,0,0,0,13,13,140,140
9296,121569819,1,MANHATTAN,$20000.00,$419.50,0,0,0,0,6,6,55,55
9297,121329473,2,MANHATTAN,$0.00,$0.00,0,0,0,0,0,0,0,0
9298,121628532,1,MANHATTAN,$119850.00,$1449.50,0,0,0,0,47,47,574,574
9299,420838721,1,QUEENS,$5200.00,$135.15,0,0,0,0,2,2,20,20
9300,121623500,1,MANHATTAN,$7500000.00,$77463.50,0,0,0,0,23,23,303,303
9301,320863071,3,BROOKLYN,$20000.00,$419.50,0,0,0,0,0,0,0,0
9302,520141098,1,STATEN ISLAND,$100.00,$130.00,0,0,0,0,2,2,26,26
9303,121631163,2,MANHATTAN,$45000.00,$677.00,0,0,0,0,0,0,0,0
9304,121635230,1,MANHATTAN,$550000.00,$5933.50,5500,5500,0,0,12,12,130,130
9305,121625054,1,MANHATTAN,$12000.00,$337.10,0,0,0,0,4,4,42,42
9306,121635631,1,MANHATTAN,$0.00,$160.00,0,0,0,0,3,3,45,45
9307,121635659,1,MANHATTAN,$250000.00,$2788.50,0,0,0,0,12,12,120,120
9308,220289630,1,BRONX,$266305.00,$2963.60,0,0,0,0,2,2,24,24
9309,420852321,1,QUEENS,$6000.00,$245.30,0,0,0,0,4,4,45,45
9310,121635640,1,MANHATTAN,$0.00,$160.00,0,0,0,0,4,4,60,60
9311,320863473,1,BROOKLYN,$276100.00,$3066.60,0,0,0,0,7,7,70,70
9312,520142612,1,STATEN ISLAND,$33600.00,$563.70,0,0,0,0,1,1,23,23
9313,420851992,1,QUEENS,$22000.00,$495.10,4174,4174,0,0,3,3,30,30
9314,340066261,1,BROOKLYN,$20000.00,$579.50,0,0,0,0,3,3,30,30
9315,121635748,1,MANHATTAN,$5000.00,$265.00,0,0,0,0,1,1,16,16
9316,121633740,1,MANHATTAN,$465000.00,$5003.00,0,0,0,0,12,12,186,186
9317,121635864,1,MANHATTAN,$15000.00,$528.00,0,0,0,0,5,5,50,50
9318,220290511,1,BRONX,$6390.00,$285.60,0,0,0,0,3,3,35,35
9319,121634295,1,MANHATTAN,$2000.00,$225.00,0,0,0,0,23,23,348,348
9320,420851304,1,QUEENS,$5000.00,$170.00,2240,2240,0,0,1,1,17,17
9321,340066289,1,BROOKLYN,$0.00,$160.00,0,0,0,0,2,2,25,25
9322,121635418,1,MANHATTAN,$174580.00,$2016.00,0,0,0,0,20,20,178,178
9323,420851331,1,QUEENS,$0.00,$260.00,0,0,0,46,1,0,12,0
9324,121635409,1,MANHATTAN,$6750.00,$285.60,0,0,0,0,4,4,56,56
9325,121634311,1,MANHATTAN,$40000.00,$625.50,0,0,0,0,23,23,348,348
9326,520129361,2,STATEN ISLAND,$0.00,$0.00,0,0,0,0,0,0,0,0
9327,520129370,2,STATEN ISLAND,$0.00,$0.00,0,0,0,0,0,0,0,0
9328,121636024,1,MANHATTAN,$0.00,$200.00,0,0,0,0,5,5,55,55
9329,420799871,2,QUEENS,$12000.00,$337.10,0,0,0,0,0,0,0,0
9330,320863035,1,BROOKLYN,$39000.00,$305.10,0,0,0,0,5,5,50,50
9331,220270061,1,BRONX,$6590.00,$340.60,72868,72868,0,0,4,4,60,60
9332,420852081,1,QUEENS,$10000.00,$316.50,0,0,0,0,1,1,11,11
9333,520142453,1,STATEN ISLAND,$100000.00,$789.93,1375,2076,1089,0,1,2,20,22
9334,140083433,1,MANHATTAN,$0.00,$160.00,0,0,0,0,5,5,55,55
9335,320863080,1,BROOKLYN,$400000.00,$4333.50,0,0,0,0,3,3,30,30
9336,140083353,1,MANHATTAN,$0.00,$220.00,0,0,0,0,14,14,140,140
9337,420840736,1,QUEENS,$109000.00,$1336.20,0,0,0,0,6,6,65,65
9338,420840399,1,QUEENS,$131500.00,$1573.10,0,0,0,0,6,6,65,65
9339,320863099,1,BROOKLYN,$30000.00,$492.50,0,0,0,0,6,6,66,66
9340,420851000,1,QUEENS,$0.00,$400.00,0,0,0,50,0,0,0,0
9341,121635123,1,MANHATTAN,$72000.00,$955.10,0,0,0,0,9,9,90,90
9342,121635855,1,MANHATTAN,$53400.00,$929.70,0,0,0,0,4,4,44,44
9343,121633759,1,MANHATTAN,$254370.00,$2840.00,0,0,0,0,19,19,227,227
9344,121636015,1,MANHATTAN,$0.00,$160.00,0,0,0,0,3,3,35,35
9345,121636079,1,MANHATTAN,$0.00,$160.00,0,0,0,0,4,4,45,45
9346,220270150,1,BRONX,$6250.00,$255.60,0,0,0,0,2,2,25,25
9347,121636104,2,MANHATTAN,$100000.00,$1243.50,0,0,0,0,0,0,0,0
9348,121636122,1,MANHATTAN,$300000.00,$3303.50,0,0,0,0,3,3,35,35
9349,320761216,1,BROOKLYN,$6000.00,$275.30,0,0,0,0,4,4,49,49
9350,240026976,1,BRONX,$55500.00,$790.30,0,0,0,0,6,6,60,60
9351,121635800,1,MANHATTAN,$20000.00,$419.50,0,0,0,0,6,6,60,60
9352,120846843,1,MANHATTAN,$17000.00,$388.60,0,0,0,0,29,29,299,299
