,status,country
1781,Deaths,Spain
1782,Deaths,Spain
1783,Deaths,Spain
1784,Deaths,Spain
1785,Deaths,Spain
1786,Deaths,Spain
1787,Deaths,Spain
1788,Deaths,Spain
1789,Deaths,Spain
1790,Deaths,Spain
1791,Deaths,Spain
1792,Deaths,Spain
1793,Deaths,Spain
1794,Deaths,Spain
1795,Deaths,Spain
1796,Deaths,Spain
1797,Deaths,Spain
1798,Deaths,Spain
1799,Deaths,Spain
1800,Deaths,Spain
1801,Deaths,Spain
1802,Deaths,Spain
1803,Deaths,Spain
1804,Deaths,Spain
1805,Deaths,Spain
1806,Deaths,Spain
1807,Deaths,Spain
1808,Deaths,Spain
1809,Deaths,Spain
1810,Deaths,Spain
1811,Deaths,Spain
1812,Deaths,Spain
1813,Deaths,Spain
1814,Deaths,Spain
1815,Deaths,Spain
1816,Deaths,Spain
1817,Deaths,Spain
1818,Deaths,Spain
1819,Deaths,Spain
1820,Deaths,Spain
1821,Deaths,Spain
1822,Deaths,Spain
1823,Deaths,Spain
1824,Deaths,Spain
1825,Deaths,Spain
1826,Deaths,Spain
1827,Deaths,Spain
1828,Deaths,Spain
1829,Deaths,Spain
1830,Deaths,Mali
1831,Deaths,Mali
1832,Deaths,Mali
1833,Deaths,Mali
1834,Deaths,Mali
1835,Deaths,Mali
1836,Deaths,Mali
1837,Deaths,Mali
1838,Deaths,Mali
1839,Deaths,Mali
1840,Deaths,Mali
1841,Deaths,Mali
1842,Deaths,Mali
1843,Deaths,Mali
1844,Deaths,Mali
1845,Deaths,Mali
1846,Deaths,Mali
1847,Deaths,Mali
1848,Deaths,Mali
1849,Deaths,Mali
1850,Deaths,Mali
1851,Deaths,Mali
1852,Deaths,Mali
1853,Deaths,Mali
1854,Deaths,Mali
1855,Deaths,Mali
1856,Deaths,Mali
1857,Deaths,Mali
1858,Deaths,Mali
1859,Deaths,Mali
1860,Deaths,Mali
1861,Deaths,Mali
1862,Deaths,Mali
1863,Deaths,Mali
1864,Deaths,Mali
1865,Deaths,Mali
1866,Deaths,Mali
1867,Deaths,Mali
1868,Deaths,Mali
1869,Deaths,Mali
1870,Deaths,Mali
1871,Deaths,Mali
1872,Deaths,Mali
1873,Deaths,Mali
1874,Deaths,Mali
1875,Deaths,Mali
1876,Deaths,Mali
1877,Deaths,Mali
1878,Deaths,Mali
1879,Deaths,Mali
1880,Deaths,Mali
1881,Deaths,Mali
1882,Deaths,Mali
1883,Deaths,Mali
1884,Deaths,Mali
1885,Deaths,Mali
1886,Deaths,Mali
1887,Deaths,Mali
1888,Deaths,Mali
1889,Deaths,Mali
1890,Deaths,Mali
1891,Deaths,Mali
1892,Deaths,Mali
1893,Deaths,Mali
1894,Deaths,Mali
1895,Deaths,Mali
1896,Deaths,Mali
1897,Deaths,Mali
1898,Deaths,Mali
1899,Deaths,Mali
1900,Deaths,Mali
1901,Deaths,Mali
1902,Deaths,Mali
1903,Deaths,Mali
1904,Deaths,Mali
1905,Deaths,Mali
1906,Deaths,Mali
1907,Deaths,Mali
1908,Deaths,Mali
1909,Deaths,Mali
1910,Deaths,Mali
1911,Deaths,Mali
1912,Deaths,Mali
1913,Deaths,Mali
1914,Deaths,Mali
1915,Deaths,Mali
1916,Deaths,Mali
1917,Deaths,Mali
1918,Deaths,Mali
1919,Deaths,Mali
1920,Deaths,Mali
1921,Deaths,Mali
1922,Deaths,Mali
1923,Deaths,Mali
1924,Deaths,Mali
1925,Deaths,Mali
1926,Deaths,Mali
1927,Deaths,Mali
1928,Deaths,Mali
1929,Deaths,Mali
1930,Deaths,Mali
1931,Deaths,Mali
1932,Deaths,Mali
1933,Deaths,Mali
1934,Deaths,Mali
1935,Deaths,Mali
1936,Deaths,Mali
1937,Deaths,Mali
1938,Deaths,Mali
1939,Deaths,Mali
1940,Deaths,Mali
1941,Deaths,Mali
1942,Deaths,Mali
1943,Deaths,Mali
1944,Deaths,Mali
1945,Deaths,Mali
1946,Deaths,Mali
1947,Deaths,Mali
1948,Deaths,Mali
1949,Deaths,Mali
1950,Deaths,Mali
1951,Deaths,Mali
